time	X	Y
5261.000	-1.132	4.355
5262.000	-1.112	4.374
5263.000	-1.120	4.367
5264.000	-1.121	4.365
5265.000	-1.071	4.415
5266.000	-1.103	4.383
5267.000	-1.089	4.396
5268.000	-1.052	4.433
5269.000	-1.046	4.439
5270.000	-1.081	4.404
5271.000	-1.100	4.386
5272.000	-1.062	4.423
5273.000	-1.049	4.436
5274.000	-1.030	4.455
5275.000	-1.045	4.439
5276.000	-1.036	4.449
5277.000	-0.993	4.492
5278.000	-0.965	4.519
5279.000	-0.986	4.498
5280.000	-0.972	4.512
5281.000	-0.961	4.523
5282.000	-0.961	4.522
5283.000	-0.891	4.593
5284.000	-0.889	4.595
5285.000	-0.920	4.564
5286.000	-0.946	4.537
5287.000	-0.967	4.517
5288.000	-0.983	4.500
5289.000	-1.018	4.465
5290.000	-0.992	4.491
5291.000	-1.005	4.478
5292.000	-1.029	4.453
5293.000	-1.021	4.461
5294.000	-1.014	4.468
5295.000	-1.037	4.445
5296.000	-0.982	4.500
5297.000	-0.976	4.506
5298.000	-0.949	4.533
5299.000	-0.978	4.504
5300.000	-1.021	4.461
5301.000	-1.078	4.403
5302.000	-1.027	4.454
5303.000	-0.982	4.499
5304.000	-1.001	4.480
5305.000	-1.009	4.472
5306.000	-0.987	4.494
5307.000	-0.997	4.484
5308.000	-1.017	4.464
5309.000	-0.948	4.533
5310.000	-0.958	4.523
5311.000	-0.959	4.521
5312.000	-0.929	4.551
5313.000	-0.956	4.524
5314.000	-0.915	4.565
5315.000	-0.940	4.540
5316.000	-0.926	4.554
5317.000	-0.975	4.504
5318.000	-1.019	4.461
5319.000	-1.049	4.430
5320.000	-0.997	4.482
5321.000	-0.975	4.505
5322.000	-0.963	4.516
5323.000	-0.935	4.544
5324.000	-0.926	4.553
5325.000	-0.952	4.527
5326.000	-0.964	4.514
5327.000	-0.948	4.531
5328.000	-0.972	4.507
5329.000	-0.955	4.523
5330.000	-0.976	4.502
5331.000	-0.973	4.505
5332.000	-0.976	4.502
5333.000	-0.955	4.523
5334.000	-1.049	4.429
5335.000	-1.008	4.469
5336.000	-0.980	4.498
5337.000	-0.946	4.531
5338.000	-1.001	4.476
5339.000	-0.959	4.518
5340.000	-0.990	4.487
5341.000	-0.983	4.493
5342.000	-1.000	4.477
5343.000	-0.950	4.526
5344.000	-0.898	4.579
5345.000	-0.891	4.586
5346.000	-0.910	4.567
5347.000	-0.911	4.566
5348.000	-0.927	4.549
5349.000	-0.918	4.558
5350.000	-0.919	4.557
5351.000	-0.964	4.511
5352.000	-0.967	4.509
5353.000	-0.952	4.524
5354.000	-0.939	4.536
5355.000	-0.926	4.549
5356.000	-0.873	4.602
5357.000	-0.818	4.657
5358.000	-0.818	4.656
5359.000	-0.852	4.623
5360.000	-0.853	4.622
5361.000	-0.853	4.621
5362.000	-0.875	4.600
5363.000	-0.892	4.583
5364.000	-0.884	4.590
5365.000	-0.895	4.579
5366.000	-0.901	4.573
5367.000	-0.862	4.612
5368.000	-0.855	4.618
5369.000	-0.835	4.638
5370.000	-0.818	4.656
5371.000	-0.803	4.671
5372.000	-0.780	4.693
5373.000	-0.796	4.677
5374.000	-0.778	4.695
5375.000	-0.815	4.658
5376.000	-0.832	4.641
5377.000	-0.845	4.628
5378.000	-0.851	4.622
5379.000	-0.853	4.620
5380.000	-0.858	4.614
5381.000	-0.857	4.615
5382.000	-0.886	4.586
5383.000	-0.862	4.610
5384.000	-0.868	4.604
5385.000	-0.906	4.566
5386.000	-0.900	4.571
5387.000	-0.940	4.531
5388.000	-0.989	4.483
5389.000	-0.954	4.517
5390.000	-0.928	4.543
5391.000	-0.902	4.569
5392.000	-0.877	4.594
5393.000	-0.860	4.610
5394.000	-0.875	4.596
5395.000	-0.912	4.559
5396.000	-0.906	4.564
5397.000	-0.951	4.520
5398.000	-0.983	4.487
5399.000	-0.998	4.472
5400.000	-1.014	4.456
5401.000	-1.030	4.439
5402.000	-1.032	4.437
5403.000	-0.998	4.472
5404.000	-0.967	4.503
5405.000	-0.962	4.508
5406.000	-0.951	4.518
5407.000	-0.949	4.520
5408.000	-0.977	4.492
5409.000	-1.033	4.436
5410.000	-1.044	4.425
5411.000	-1.019	4.449
5412.000	-1.065	4.403
5413.000	-1.046	4.422
5414.000	-1.047	4.421
5415.000	-1.068	4.400
5416.000	-1.058	4.410
5417.000	-1.023	4.445
5418.000	-1.043	4.424
5419.000	-1.025	4.443
5420.000	-0.990	4.477
5421.000	-0.951	4.516
5422.000	-0.920	4.548
5423.000	-0.935	4.532
5424.000	-0.922	4.546
5425.000	-0.903	4.564
5426.000	-0.876	4.591
5427.000	-0.912	4.554
5428.000	-0.933	4.533
5429.000	-0.977	4.490
5430.000	-0.970	4.497
5431.000	-0.894	4.572
5432.000	-0.873	4.593
5433.000	-0.891	4.575
5434.000	-0.865	4.600
5435.000	-0.832	4.633
5436.000	-0.852	4.614
5437.000	-0.859	4.607
5438.000	-0.819	4.646
5439.000	-0.817	4.648
5440.000	-0.781	4.684
5441.000	-0.729	4.736
5442.000	-0.759	4.706
5443.000	-0.751	4.714
5444.000	-0.728	4.737
5445.000	-0.738	4.727
5446.000	-0.766	4.698
5447.000	-0.726	4.739
5448.000	-0.663	4.801
5449.000	-0.645	4.819
5450.000	-0.587	4.877
5451.000	-0.551	4.913
5452.000	-0.558	4.906
5453.000	-0.524	4.940
5454.000	-0.507	4.957
5455.000	-0.474	4.990
5456.000	-0.452	5.011
5457.000	-0.473	4.990
5458.000	-0.497	4.966
5459.000	-0.520	4.943
5460.000	-0.507	4.956
5461.000	-0.506	4.956
5462.000	-0.470	4.992
5463.000	-0.528	4.934
5464.000	-0.482	4.981
5465.000	-0.491	4.971
5466.000	-0.504	4.958
5467.000	-0.531	4.931
5468.000	-0.565	4.897
5469.000	-0.536	4.926
5470.000	-0.532	4.929
5471.000	-0.499	4.962
5472.000	-0.530	4.932
5473.000	-0.484	4.977
5474.000	-0.497	4.964
5475.000	-0.495	4.966
5476.000	-0.492	4.969
5477.000	-0.499	4.962
5478.000	-0.484	4.976
5479.000	-0.481	4.979
5480.000	-0.479	4.982
5481.000	-0.493	4.967
5482.000	-0.455	5.005
5483.000	-0.465	4.995
5484.000	-0.452	5.008
5485.000	-0.445	5.015
5486.000	-0.468	4.991
5487.000	-0.490	4.969
5488.000	-0.464	4.995
5489.000	-0.481	4.978
5490.000	-0.493	4.966
5491.000	-0.454	5.005
5492.000	-0.442	5.017
5493.000	-0.412	5.047
5494.000	-0.347	5.112
5495.000	-0.371	5.087
5496.000	-0.332	5.126
5497.000	-0.352	5.106
5498.000	-0.318	5.141
5499.000	-0.296	5.163
5500.000	-0.269	5.189
5501.000	-0.253	5.205
5502.000	-0.226	5.232
5503.000	-0.239	5.219
5504.000	-0.226	5.232
5505.000	-0.211	5.246
5506.000	-0.195	5.262
5507.000	-0.195	5.262
5508.000	-0.214	5.243
5509.000	-0.215	5.242
5510.000	-0.191	5.266
5511.000	-0.173	5.284
5512.000	-0.191	5.266
5513.000	-0.192	5.264
5514.000	-0.194	5.263
5515.000	-0.211	5.246
5516.000	-0.200	5.256
5517.000	-0.215	5.241
5518.000	-0.172	5.284
5519.000	-0.144	5.312
5520.000	-0.126	5.330
5521.000	-0.124	5.331
5522.000	-0.124	5.332
5523.000	-0.155	5.300
5524.000	-0.130	5.325
5525.000	-0.095	5.361
5526.000	-0.093	5.362
5527.000	-0.076	5.379
5528.000	-0.127	5.327
5529.000	-0.063	5.392
5530.000	-0.059	5.396
5531.000	-0.087	5.368
5532.000	-0.088	5.367
5533.000	-0.127	5.327
5534.000	-0.143	5.312
5535.000	-0.188	5.266
5536.000	-0.222	5.232
5537.000	-0.197	5.257
5538.000	-0.175	5.278
5539.000	-0.195	5.258
5540.000	-0.177	5.276
5541.000	-0.175	5.279
5542.000	-0.148	5.305
5543.000	-0.156	5.297
5544.000	-0.167	5.286
5545.000	-0.178	5.275
5546.000	-0.179	5.274
5547.000	-0.221	5.232
5548.000	-0.223	5.230
5549.000	-0.217	5.235
5550.000	-0.235	5.217
5551.000	-0.208	5.244
5552.000	-0.254	5.198
5553.000	-0.275	5.176
5554.000	-0.263	5.189
5555.000	-0.248	5.204
5556.000	-0.234	5.218
5557.000	-0.279	5.172
5558.000	-0.256	5.195
5559.000	-0.281	5.170
5560.000	-0.257	5.194
5561.000	-0.245	5.206
5562.000	-0.255	5.195
5563.000	-0.203	5.248
5564.000	-0.227	5.223
5565.000	-0.250	5.201
5566.000	-0.311	5.139
5567.000	-0.299	5.151
5568.000	-0.278	5.172
5569.000	-0.313	5.137
5570.000	-0.322	5.128
5571.000	-0.330	5.120
5572.000	-0.339	5.111
5573.000	-0.342	5.108
5574.000	-0.315	5.134
5575.000	-0.296	5.153
5576.000	-0.289	5.160
5577.000	-0.285	5.164
5578.000	-0.244	5.205
5579.000	-0.254	5.195
5580.000	-0.299	5.150
5581.000	-0.312	5.136
5582.000	-0.306	5.142
5583.000	-0.285	5.163
5584.000	-0.299	5.149
5585.000	-0.294	5.154
5586.000	-0.296	5.152
5587.000	-0.334	5.113
5588.000	-0.299	5.149
5589.000	-0.307	5.140
5590.000	-0.298	5.149
5591.000	-0.289	5.159
5592.000	-0.292	5.156
5593.000	-0.311	5.136
5594.000	-0.342	5.105
5595.000	-0.348	5.098
5596.000	-0.355	5.092
5597.000	-0.346	5.100
5598.000	-0.408	5.039
5599.000	-0.386	5.061
5600.000	-0.388	5.059
5601.000	-0.364	5.083
5602.000	-0.305	5.141
5603.000	-0.256	5.190
5604.000	-0.211	5.235
5605.000	-0.165	5.281
5606.000	-0.172	5.274
5607.000	-0.127	5.318
5608.000	-0.129	5.316
5609.000	-0.092	5.354
5610.000	-0.077	5.368
5611.000	-0.113	5.332
5612.000	-0.127	5.317
5613.000	-0.107	5.338
5614.000	-0.077	5.368
5615.000	-0.145	5.300
5616.000	-0.209	5.235
5617.000	-0.287	5.157
5618.000	-0.279	5.165
5619.000	-0.278	5.166
5620.000	-0.321	5.123
5621.000	-0.285	5.158
5622.000	-0.277	5.167
5623.000	-0.284	5.160
5624.000	-0.286	5.158
5625.000	-0.279	5.164
5626.000	-0.249	5.194
5627.000	-0.312	5.131
5628.000	-0.324	5.118
5629.000	-0.339	5.104
5630.000	-0.368	5.075
5631.000	-0.354	5.089
5632.000	-0.384	5.059
5633.000	-0.350	5.093
5634.000	-0.364	5.078
5635.000	-0.385	5.057
5636.000	-0.366	5.076
5637.000	-0.385	5.057
5638.000	-0.351	5.091
5639.000	-0.264	5.178
5640.000	-0.284	5.157
5641.000	-0.280	5.161
5642.000	-0.307	5.135
5643.000	-0.276	5.165
5644.000	-0.319	5.122
5645.000	-0.317	5.124
5646.000	-0.322	5.119
5647.000	-0.315	5.126
5648.000	-0.314	5.127
5649.000	-0.277	5.164
5650.000	-0.196	5.245
5651.000	-0.171	5.269
5652.000	-0.204	5.236
5653.000	-0.163	5.277
5654.000	-0.145	5.295
5655.000	-0.167	5.272
5656.000	-0.180	5.260
5657.000	-0.165	5.275
5658.000	-0.119	5.321
5659.000	-0.116	5.323
5660.000	-0.103	5.336
5661.000	-0.110	5.330
5662.000	-0.057	5.382
5663.000	-0.000	5.438
5664.000	0.006	5.445
5665.000	-0.017	5.422
5666.000	-0.019	5.420
5667.000	-0.028	5.410
5668.000	-0.040	5.399
5669.000	-0.054	5.385
5670.000	-0.046	5.392
5671.000	-0.009	5.429
5672.000	0.003	5.441
5673.000	-0.001	5.437
5674.000	0.032	5.470
5675.000	0.055	5.492
5676.000	0.045	5.482
5677.000	0.073	5.510
5678.000	0.045	5.482
5679.000	0.021	5.458
5680.000	0.018	5.455
5681.000	0.056	5.493
5682.000	0.062	5.499
5683.000	0.044	5.480
5684.000	0.077	5.513
5685.000	0.066	5.502
5686.000	0.091	5.527
5687.000	0.077	5.513
5688.000	0.082	5.518
5689.000	0.122	5.558
5690.000	0.128	5.564
5691.000	0.143	5.578
5692.000	0.156	5.591
5693.000	0.176	5.611
5694.000	0.140	5.575
5695.000	0.121	5.556
5696.000	0.125	5.560
5697.000	0.127	5.562
5698.000	0.088	5.523
5699.000	0.126	5.561
5700.000	0.144	5.578
5701.000	0.071	5.505
5702.000	0.045	5.479
5703.000	0.034	5.468
5704.000	0.075	5.509
5705.000	0.040	5.474
5706.000	0.015	5.449
5707.000	-0.004	5.429
5708.000	-0.040	5.393
5709.000	-0.066	5.368
5710.000	-0.069	5.364
5711.000	-0.088	5.346
5712.000	-0.131	5.302
5713.000	-0.120	5.313
5714.000	-0.062	5.371
5715.000	-0.053	5.380
5716.000	0.004	5.436
5717.000	0.079	5.511
5718.000	0.083	5.515
5719.000	0.088	5.520
5720.000	0.076	5.508
5721.000	0.096	5.528
5722.000	0.121	5.553
5723.000	0.120	5.552
5724.000	0.116	5.547
5725.000	0.101	5.532
5726.000	0.138	5.569
5727.000	0.202	5.633
5728.000	0.223	5.654
5729.000	0.218	5.649
5730.000	0.203	5.634
5731.000	0.224	5.655
5732.000	0.221	5.651
5733.000	0.218	5.648
5734.000	0.253	5.684
5735.000	0.255	5.686
5736.000	0.261	5.691
5737.000	0.293	5.723
5738.000	0.256	5.686
5739.000	0.286	5.716
5740.000	0.237	5.666
5741.000	0.232	5.661
5742.000	0.201	5.631
5743.000	0.227	5.657
5744.000	0.189	5.618
5745.000	0.184	5.613
5746.000	0.178	5.607
5747.000	0.168	5.597
5748.000	0.219	5.647
5749.000	0.199	5.628
5750.000	0.175	5.604
5751.000	0.177	5.606
5752.000	0.160	5.588
5753.000	0.166	5.594
5754.000	0.190	5.618
5755.000	0.206	5.634
5756.000	0.173	5.601
5757.000	0.121	5.549
5758.000	0.128	5.555
5759.000	0.076	5.504
5760.000	0.072	5.499
5761.000	0.116	5.544
5762.000	0.087	5.514
5763.000	0.114	5.541
5764.000	0.126	5.553
5765.000	0.168	5.595
5766.000	0.184	5.610
5767.000	0.198	5.625
5768.000	0.212	5.639
5769.000	0.214	5.641
5770.000	0.262	5.688
5771.000	0.245	5.671
5772.000	0.280	5.706
5773.000	0.264	5.690
5774.000	0.205	5.631
5775.000	0.185	5.610
5776.000	0.198	5.624
5777.000	0.191	5.617
5778.000	0.211	5.637
5779.000	0.170	5.595
5780.000	0.167	5.592
5781.000	0.143	5.568
5782.000	0.190	5.614
5783.000	0.202	5.627
5784.000	0.206	5.631
5785.000	0.206	5.630
5786.000	0.266	5.690
5787.000	0.261	5.686
5788.000	0.261	5.685
5789.000	0.262	5.686
5790.000	0.275	5.699
5791.000	0.307	5.730
5792.000	0.304	5.728
5793.000	0.283	5.706
5794.000	0.310	5.733
5795.000	0.303	5.726
5796.000	0.308	5.731
5797.000	0.291	5.714
5798.000	0.237	5.660
5799.000	0.177	5.599
5800.000	0.145	5.568
5801.000	0.113	5.535
5802.000	0.098	5.521
5803.000	0.069	5.492
5804.000	0.047	5.469
5805.000	0.073	5.495
5806.000	0.083	5.505
5807.000	0.050	5.472
5808.000	0.016	5.438
5809.000	0.001	5.422
5810.000	0.016	5.437
5811.000	-0.008	5.414
5812.000	-0.000	5.421
5813.000	-0.022	5.399
5814.000	-0.038	5.383
5815.000	-0.066	5.355
5816.000	-0.029	5.392
5817.000	-0.057	5.364
5818.000	-0.096	5.324
5819.000	-0.097	5.324
5820.000	-0.119	5.301
5821.000	-0.111	5.309
5822.000	-0.117	5.303
5823.000	-0.115	5.305
5824.000	-0.146	5.274
5825.000	-0.149	5.271
5826.000	-0.109	5.311
5827.000	-0.065	5.355
5828.000	-0.082	5.338
5829.000	-0.126	5.293
5830.000	-0.107	5.312
5831.000	-0.141	5.278
5832.000	-0.170	5.249
5833.000	-0.117	5.302
5834.000	-0.089	5.330
5835.000	-0.096	5.323
5836.000	-0.089	5.329
5837.000	-0.073	5.345
5838.000	-0.064	5.354
5839.000	-0.070	5.348
5840.000	-0.059	5.359
5841.000	-0.064	5.354
5842.000	0.002	5.420
5843.000	0.018	5.435
5844.000	0.036	5.454
5845.000	0.073	5.490
5846.000	0.091	5.508
5847.000	0.182	5.599
5848.000	0.142	5.560
5849.000	0.175	5.592
5850.000	0.188	5.605
5851.000	0.179	5.596
5852.000	0.186	5.603
5853.000	0.191	5.608
5854.000	0.207	5.623
5855.000	0.247	5.664
5856.000	0.234	5.650
5857.000	0.239	5.655
5858.000	0.273	5.689
5859.000	0.314	5.730
5860.000	0.294	5.710
5861.000	0.250	5.666
5862.000	0.251	5.666
5863.000	0.241	5.656
5864.000	0.231	5.646
5865.000	0.231	5.646
5866.000	0.246	5.661
5867.000	0.199	5.614
5868.000	0.226	5.640
5869.000	0.180	5.595
5870.000	0.100	5.514
5871.000	0.086	5.501
5872.000	0.077	5.491
5873.000	0.077	5.491
5874.000	0.064	5.478
5875.000	0.022	5.436
5876.000	0.018	5.432
5877.000	-0.011	5.403
5878.000	-0.021	5.393
5879.000	0.031	5.445
5880.000	0.048	5.461
5881.000	0.096	5.509
5882.000	0.110	5.523
5883.000	0.106	5.519
5884.000	0.065	5.478
5885.000	0.097	5.510
5886.000	0.159	5.572
5887.000	0.100	5.512
5888.000	0.121	5.534
5889.000	0.122	5.534
5890.000	0.126	5.538
5891.000	0.145	5.557
5892.000	0.164	5.576
5893.000	0.124	5.536
5894.000	0.154	5.566
5895.000	0.128	5.539
5896.000	0.123	5.534
5897.000	0.166	5.578
5898.000	0.178	5.589
5899.000	0.214	5.626
5900.000	0.185	5.596
5901.000	0.221	5.632
5902.000	0.257	5.668
5903.000	0.256	5.667
5904.000	0.298	5.709
5905.000	0.296	5.707
5906.000	0.317	5.728
5907.000	0.312	5.722
5908.000	0.310	5.720
5909.000	0.266	5.676
5910.000	0.221	5.631
5911.000	0.191	5.601
5912.000	0.153	5.562
5913.000	0.107	5.516
5914.000	0.123	5.533
5915.000	0.137	5.546
5916.000	0.131	5.540
5917.000	0.088	5.498
5918.000	0.095	5.504
5919.000	0.102	5.511
5920.000	0.115	5.524
5921.000	0.112	5.521
5922.000	0.104	5.512
5923.000	0.110	5.519
5924.000	0.126	5.534
5925.000	0.091	5.499
5926.000	0.076	5.484
5927.000	0.062	5.470
5928.000	0.059	5.467
5929.000	0.048	5.455
5930.000	0.048	5.455
5931.000	0.032	5.439
5932.000	0.022	5.429
5933.000	0.003	5.410
5934.000	-0.024	5.383
5935.000	-0.026	5.381
5936.000	-0.054	5.353
5937.000	-0.057	5.350
5938.000	-0.059	5.348
5939.000	-0.091	5.316
5940.000	-0.109	5.297
5941.000	-0.160	5.246
5942.000	-0.202	5.204
5943.000	-0.191	5.215
5944.000	-0.156	5.250
5945.000	-0.123	5.283
5946.000	-0.145	5.261
5947.000	-0.156	5.250
5948.000	-0.164	5.241
5949.000	-0.132	5.273
5950.000	-0.137	5.268
5951.000	-0.153	5.252
5952.000	-0.208	5.197
5953.000	-0.219	5.186
5954.000	-0.208	5.197
5955.000	-0.215	5.190
5956.000	-0.242	5.162
5957.000	-0.251	5.153
5958.000	-0.172	5.232
5959.000	-0.144	5.260
5960.000	-0.137	5.267
5961.000	-0.138	5.266
5962.000	-0.086	5.318
5963.000	-0.098	5.306
5964.000	-0.142	5.261
5965.000	-0.109	5.295
5966.000	-0.153	5.250
5967.000	-0.231	5.172
5968.000	-0.231	5.172
5969.000	-0.173	5.230
5970.000	-0.159	5.244
5971.000	-0.166	5.237
5972.000	-0.191	5.212
5973.000	-0.196	5.207
5974.000	-0.230	5.173
5975.000	-0.223	5.179
5976.000	-0.227	5.175
5977.000	-0.215	5.187
5978.000	-0.200	5.202
5979.000	-0.193	5.209
5980.000	-0.182	5.220
5981.000	-0.188	5.213
5982.000	-0.186	5.216
5983.000	-0.216	5.185
5984.000	-0.255	5.146
5985.000	-0.279	5.122
5986.000	-0.269	5.132
5987.000	-0.271	5.130
5988.000	-0.236	5.165
5989.000	-0.296	5.105
5990.000	-0.312	5.089
5991.000	-0.293	5.107
5992.000	-0.315	5.085
5993.000	-0.307	5.093
5994.000	-0.355	5.045
5995.000	-0.361	5.039
5996.000	-0.400	5.000
5997.000	-0.387	5.013
5998.000	-0.399	5.001
5999.000	-0.420	4.980
6000.000	-0.418	4.982
6001.000	-0.399	5.001
6002.000	-0.351	5.048
6003.000	-0.292	5.107
6004.000	-0.285	5.114
6005.000	-0.298	5.100
6006.000	-0.340	5.058
6007.000	-0.316	5.082
6008.000	-0.323	5.076
6009.000	-0.312	5.087
6010.000	-0.278	5.120
6011.000	-0.290	5.108
6012.000	-0.300	5.098
6013.000	-0.326	5.071
6014.000	-0.276	5.122
6015.000	-0.303	5.095
6016.000	-0.329	5.068
6017.000	-0.288	5.109
6018.000	-0.244	5.154
6019.000	-0.224	5.173
6020.000	-0.180	5.217
6021.000	-0.156	5.241
6022.000	-0.166	5.231
6023.000	-0.207	5.189
6024.000	-0.160	5.237
6025.000	-0.157	5.240
6026.000	-0.124	5.272
6027.000	-0.146	5.250
6028.000	-0.155	5.241
6029.000	-0.109	5.287
6030.000	-0.119	5.277
6031.000	-0.099	5.297
6032.000	-0.107	5.288
6033.000	-0.125	5.270
6034.000	-0.126	5.269
6035.000	-0.125	5.271
6036.000	-0.132	5.263
6037.000	-0.174	5.221
6038.000	-0.169	5.226
6039.000	-0.144	5.250
6040.000	-0.178	5.216
6041.000	-0.214	5.181
6042.000	-0.220	5.175
6043.000	-0.192	5.203
6044.000	-0.208	5.187
6045.000	-0.185	5.209
6046.000	-0.198	5.196
6047.000	-0.190	5.204
6048.000	-0.175	5.219
6049.000	-0.181	5.213
6050.000	-0.236	5.158
6051.000	-0.244	5.149
6052.000	-0.252	5.141
6053.000	-0.273	5.120
6054.000	-0.285	5.108
6055.000	-0.283	5.110
6056.000	-0.218	5.175
6057.000	-0.161	5.232
6058.000	-0.115	5.278
6059.000	-0.099	5.293
6060.000	-0.055	5.337
6061.000	-0.049	5.343
6062.000	-0.082	5.310
6063.000	-0.109	5.283
6064.000	-0.104	5.288
6065.000	-0.091	5.301
6066.000	-0.073	5.319
6067.000	-0.065	5.326
6068.000	-0.036	5.355
6069.000	-0.038	5.354
6070.000	-0.070	5.321
6071.000	-0.068	5.323
6072.000	-0.121	5.270
6073.000	-0.147	5.244
6074.000	-0.123	5.268
6075.000	-0.178	5.213
6076.000	-0.233	5.158
6077.000	-0.242	5.148
6078.000	-0.215	5.176
6079.000	-0.177	5.213
6080.000	-0.185	5.205
6081.000	-0.179	5.211
6082.000	-0.216	5.174
6083.000	-0.236	5.153
6084.000	-0.199	5.191
6085.000	-0.232	5.157
6086.000	-0.209	5.180
6087.000	-0.231	5.159
6088.000	-0.208	5.181
6089.000	-0.178	5.210
6090.000	-0.215	5.174
6091.000	-0.200	5.189
6092.000	-0.182	5.207
6093.000	-0.215	5.174
6094.000	-0.190	5.199
6095.000	-0.177	5.211
6096.000	-0.182	5.207
6097.000	-0.208	5.180
6098.000	-0.195	5.193
6099.000	-0.123	5.264
6100.000	-0.116	5.272
6101.000	-0.148	5.240
6102.000	-0.116	5.271
6103.000	-0.110	5.278
6104.000	-0.028	5.359
6105.000	-0.015	5.372
6106.000	-0.048	5.339
6107.000	-0.056	5.331
6108.000	0.005	5.392
6109.000	0.057	5.444
6110.000	0.066	5.452
6111.000	0.053	5.439
6112.000	0.062	5.448
6113.000	0.049	5.435
6114.000	0.030	5.416
6115.000	-0.018	5.368
6116.000	0.020	5.406
6117.000	0.074	5.460
6118.000	0.037	5.423
6119.000	0.085	5.471
6120.000	0.091	5.476
6121.000	0.121	5.506
6122.000	0.129	5.514
6123.000	0.173	5.558
6124.000	0.192	5.577
6125.000	0.161	5.545
6126.000	0.195	5.579
6127.000	0.212	5.597
6128.000	0.217	5.601
6129.000	0.206	5.590
6130.000	0.177	5.561
6131.000	0.194	5.578
6132.000	0.210	5.594
6133.000	0.221	5.605
6134.000	0.199	5.583
6135.000	0.130	5.514
6136.000	0.075	5.459
6137.000	0.061	5.445
6138.000	0.114	5.497
6139.000	0.095	5.478
6140.000	0.131	5.514
6141.000	0.149	5.531
6142.000	0.132	5.515
6143.000	0.140	5.522
6144.000	0.127	5.510
6145.000	0.115	5.498
6146.000	0.107	5.489
6147.000	0.036	5.418
6148.000	0.064	5.446
6149.000	0.087	5.468
6150.000	0.112	5.494
6151.000	0.136	5.518
6152.000	0.188	5.570
6153.000	0.166	5.547
6154.000	0.221	5.602
6155.000	0.233	5.614
6156.000	0.233	5.614
6157.000	0.200	5.581
6158.000	0.242	5.623
6159.000	0.251	5.632
6160.000	0.212	5.593
6161.000	0.189	5.569
6162.000	0.191	5.571
6163.000	0.212	5.593
6164.000	0.239	5.619
6165.000	0.269	5.649
6166.000	0.263	5.643
6167.000	0.234	5.614
6168.000	0.220	5.600
6169.000	0.188	5.567
6170.000	0.206	5.586
6171.000	0.250	5.630
6172.000	0.250	5.630
6173.000	0.253	5.632
6174.000	0.225	5.604
6175.000	0.234	5.613
6176.000	0.213	5.592
6177.000	0.215	5.594
6178.000	0.180	5.559
6179.000	0.195	5.574
6180.000	0.185	5.564
6181.000	0.185	5.563
6182.000	0.248	5.626
6183.000	0.232	5.610
6184.000	0.210	5.588
6185.000	0.174	5.552
6186.000	0.176	5.553
6187.000	0.218	5.595
6188.000	0.208	5.585
6189.000	0.214	5.591
6190.000	0.218	5.595
6191.000	0.240	5.617
6192.000	0.273	5.649
6193.000	0.296	5.673
6194.000	0.272	5.649
6195.000	0.245	5.622
6196.000	0.221	5.598
6197.000	0.202	5.579
6198.000	0.148	5.524
6199.000	0.126	5.502
6200.000	0.076	5.452
6201.000	0.100	5.476
6202.000	0.119	5.494
6203.000	0.108	5.484
6204.000	0.079	5.455
6205.000	0.046	5.422
6206.000	0.015	5.390
6207.000	0.025	5.400
6208.000	0.034	5.409
6209.000	0.021	5.396
6210.000	0.057	5.432
6211.000	0.035	5.410
6212.000	0.023	5.398
6213.000	-0.018	5.357
6214.000	0.003	5.377
6215.000	0.016	5.390
6216.000	-0.018	5.356
6217.000	-0.008	5.366
6218.000	0.042	5.416
6219.000	-0.027	5.346
6220.000	-0.060	5.313
6221.000	-0.025	5.349
6222.000	-0.044	5.330
6223.000	-0.087	5.286
6224.000	-0.069	5.304
6225.000	-0.084	5.289
6226.000	-0.127	5.246
6227.000	-0.096	5.276
6228.000	-0.077	5.296
6229.000	-0.092	5.281
6230.000	-0.090	5.282
6231.000	-0.051	5.322
6232.000	-0.009	5.363
6233.000	-0.026	5.346
6234.000	-0.017	5.355
6235.000	-0.040	5.332
6236.000	-0.043	5.329
6237.000	-0.006	5.365
6238.000	-0.070	5.302
6239.000	-0.063	5.309
6240.000	-0.068	5.303
6241.000	-0.056	5.315
6242.000	-0.092	5.279
6243.000	-0.113	5.258
6244.000	-0.111	5.260
6245.000	-0.144	5.227
6246.000	-0.101	5.270
6247.000	-0.077	5.293
6248.000	-0.097	5.273
6249.000	-0.142	5.228
6250.000	-0.168	5.202
6251.000	-0.141	5.229
6252.000	-0.154	5.216
6253.000	-0.145	5.224
6254.000	-0.167	5.202
6255.000	-0.185	5.185
6256.000	-0.177	5.192
6257.000	-0.137	5.232
6258.000	-0.160	5.210
6259.000	-0.161	5.208
6260.000	-0.163	5.206
6261.000	-0.207	5.162
6262.000	-0.205	5.164
6263.000	-0.218	5.150
6264.000	-0.219	5.149
6265.000	-0.208	5.161
6266.000	-0.197	5.171
6267.000	-0.172	5.197
6268.000	-0.166	5.202
6269.000	-0.168	5.200
6270.000	-0.170	5.198
6271.000	-0.185	5.183
6272.000	-0.195	5.173
6273.000	-0.184	5.184
6274.000	-0.184	5.183
6275.000	-0.214	5.154
6276.000	-0.216	5.151
6277.000	-0.269	5.098
6278.000	-0.246	5.121
6279.000	-0.258	5.109
6280.000	-0.216	5.151
6281.000	-0.190	5.177
6282.000	-0.198	5.168
