time	X	Y
2715.000	1.043	6.841
2716.000	1.099	6.896
2717.000	1.084	6.881
2718.000	1.066	6.863
2719.000	1.010	6.806
2720.000	0.991	6.787
2721.000	0.999	6.795
2722.000	0.987	6.784
2723.000	0.996	6.792
2724.000	1.025	6.821
2725.000	1.031	6.827
2726.000	1.052	6.848
2727.000	1.050	6.846
2728.000	1.041	6.836
2729.000	1.046	6.841
2730.000	1.021	6.816
2731.000	1.044	6.839
2732.000	1.086	6.881
2733.000	1.069	6.864
2734.000	1.022	6.817
2735.000	0.991	6.786
2736.000	1.029	6.824
2737.000	1.023	6.817
2738.000	1.006	6.801
2739.000	1.001	6.795
2740.000	1.008	6.802
2741.000	1.011	6.805
2742.000	1.039	6.833
2743.000	1.074	6.867
2744.000	1.088	6.881
2745.000	1.062	6.855
2746.000	1.068	6.861
2747.000	1.093	6.886
2748.000	1.101	6.894
2749.000	1.135	6.928
2750.000	1.141	6.934
2751.000	1.168	6.961
2752.000	1.126	6.918
2753.000	1.118	6.910
2754.000	1.116	6.908
2755.000	1.124	6.916
2756.000	1.101	6.893
2757.000	1.092	6.883
2758.000	1.101	6.893
2759.000	1.078	6.869
2760.000	1.079	6.871
2761.000	1.010	6.802
2762.000	1.007	6.798
2763.000	0.999	6.790
2764.000	0.985	6.776
2765.000	1.026	6.816
2766.000	1.063	6.854
2767.000	1.081	6.871
2768.000	1.087	6.878
2769.000	1.048	6.838
2770.000	1.025	6.815
2771.000	1.042	6.833
2772.000	1.040	6.830
2773.000	1.042	6.832
2774.000	0.976	6.766
2775.000	0.955	6.745
2776.000	0.974	6.763
2777.000	0.974	6.764
2778.000	0.943	6.732
2779.000	0.986	6.775
2780.000	0.962	6.751
2781.000	0.952	6.741
2782.000	0.988	6.777
2783.000	0.994	6.783
2784.000	0.977	6.766
2785.000	0.979	6.768
2786.000	1.007	6.795
2787.000	1.040	6.828
2788.000	1.025	6.813
2789.000	0.979	6.766
2790.000	0.998	6.785
2791.000	0.943	6.730
2792.000	0.937	6.725
2793.000	0.955	6.742
2794.000	0.953	6.740
2795.000	0.993	6.780
2796.000	1.005	6.792
2797.000	0.985	6.772
2798.000	0.977	6.763
2799.000	1.004	6.791
2800.000	1.049	6.836
2801.000	1.021	6.807
2802.000	1.019	6.805
2803.000	0.973	6.759
2804.000	0.965	6.751
2805.000	0.923	6.709
2806.000	0.897	6.683
2807.000	0.904	6.690
2808.000	0.940	6.725
2809.000	0.956	6.741
2810.000	0.942	6.727
2811.000	0.902	6.687
2812.000	0.920	6.705
2813.000	0.917	6.701
2814.000	0.918	6.703
2815.000	0.908	6.692
2816.000	0.895	6.679
2817.000	0.865	6.650
2818.000	0.831	6.616
2819.000	0.836	6.621
2820.000	0.893	6.677
2821.000	0.963	6.747
2822.000	0.999	6.783
2823.000	1.027	6.810
2824.000	1.000	6.783
2825.000	1.032	6.815
2826.000	1.013	6.797
2827.000	1.023	6.806
2828.000	0.987	6.770
2829.000	1.035	6.818
2830.000	1.037	6.819
2831.000	0.983	6.766
2832.000	0.988	6.770
2833.000	1.012	6.794
2834.000	0.979	6.761
2835.000	0.991	6.774
2836.000	0.966	6.748
2837.000	1.023	6.805
2838.000	1.014	6.795
2839.000	1.009	6.790
2840.000	0.986	6.767
2841.000	1.043	6.824
2842.000	1.040	6.821
2843.000	1.082	6.863
2844.000	1.117	6.898
2845.000	1.121	6.902
2846.000	1.073	6.854
2847.000	1.085	6.866
2848.000	1.111	6.892
2849.000	1.089	6.870
2850.000	1.179	6.959
2851.000	1.202	6.982
2852.000	1.198	6.978
2853.000	1.195	6.975
2854.000	1.192	6.972
2855.000	1.188	6.968
2856.000	1.135	6.915
2857.000	1.190	6.970
2858.000	1.227	7.006
2859.000	1.195	6.974
2860.000	1.152	6.931
2861.000	1.183	6.962
2862.000	1.166	6.944
2863.000	1.170	6.948
2864.000	1.165	6.943
2865.000	1.221	6.999
2866.000	1.234	7.012
2867.000	1.248	7.026
2868.000	1.266	7.044
2869.000	1.251	7.029
2870.000	1.228	7.006
2871.000	1.243	7.020
2872.000	1.246	7.024
2873.000	1.256	7.033
2874.000	1.210	6.987
2875.000	1.241	7.018
2876.000	1.287	7.064
2877.000	1.283	7.059
2878.000	1.317	7.094
2879.000	1.316	7.093
2880.000	1.320	7.097
2881.000	1.292	7.069
2882.000	1.270	7.046
2883.000	1.251	7.027
2884.000	1.268	7.044
2885.000	1.284	7.060
2886.000	1.326	7.102
2887.000	1.294	7.069
2888.000	1.272	7.048
2889.000	1.248	7.023
2890.000	1.226	7.001
2891.000	1.163	6.938
2892.000	1.109	6.884
2893.000	1.118	6.893
2894.000	1.118	6.892
2895.000	1.097	6.871
2896.000	1.130	6.904
2897.000	1.111	6.885
2898.000	1.108	6.882
2899.000	1.128	6.902
2900.000	1.111	6.885
2901.000	1.098	6.872
2902.000	1.058	6.832
2903.000	1.037	6.811
2904.000	1.049	6.822
2905.000	1.075	6.848
2906.000	1.134	6.907
2907.000	1.136	6.909
2908.000	1.114	6.887
2909.000	1.120	6.892
2910.000	1.132	6.905
2911.000	1.080	6.853
2912.000	1.109	6.882
2913.000	1.120	6.892
2914.000	1.147	6.919
2915.000	1.175	6.947
2916.000	1.214	6.985
2917.000	1.221	6.992
2918.000	1.239	7.011
2919.000	1.277	7.048
2920.000	1.301	7.072
2921.000	1.309	7.081
2922.000	1.327	7.099
2923.000	1.324	7.095
2924.000	1.317	7.088
2925.000	1.272	7.043
2926.000	1.293	7.064
2927.000	1.248	7.019
2928.000	1.201	6.972
2929.000	1.215	6.985
2930.000	1.238	7.008
2931.000	1.227	6.997
2932.000	1.263	7.033
2933.000	1.250	7.020
2934.000	1.304	7.074
2935.000	1.345	7.115
2936.000	1.390	7.159
2937.000	1.368	7.138
2938.000	1.285	7.055
2939.000	1.290	7.059
2940.000	1.296	7.065
2941.000	1.279	7.048
2942.000	1.236	7.005
2943.000	1.211	6.979
2944.000	1.220	6.988
2945.000	1.254	7.022
2946.000	1.257	7.025
2947.000	1.254	7.022
2948.000	1.247	7.015
2949.000	1.236	7.004
2950.000	1.245	7.013
2951.000	1.255	7.022
2952.000	1.287	7.054
2953.000	1.258	7.026
2954.000	1.313	7.081
2955.000	1.367	7.134
2956.000	1.352	7.119
2957.000	1.406	7.172
2958.000	1.344	7.111
2959.000	1.374	7.140
2960.000	1.365	7.131
2961.000	1.349	7.115
2962.000	1.328	7.094
2963.000	1.337	7.103
2964.000	1.369	7.135
2965.000	1.386	7.152
2966.000	1.402	7.168
2967.000	1.447	7.212
2968.000	1.428	7.193
2969.000	1.376	7.142
2970.000	1.363	7.128
2971.000	1.379	7.144
2972.000	1.415	7.180
2973.000	1.459	7.224
2974.000	1.425	7.189
2975.000	1.420	7.185
2976.000	1.449	7.213
2977.000	1.420	7.185
2978.000	1.437	7.201
2979.000	1.461	7.225
2980.000	1.454	7.217
2981.000	1.472	7.236
2982.000	1.468	7.231
2983.000	1.432	7.196
2984.000	1.446	7.209
2985.000	1.454	7.217
2986.000	1.410	7.173
2987.000	1.375	7.138
2988.000	1.397	7.160
2989.000	1.387	7.150
2990.000	1.445	7.208
2991.000	1.474	7.237
2992.000	1.456	7.219
2993.000	1.446	7.209
2994.000	1.448	7.210
2995.000	1.436	7.198
2996.000	1.465	7.227
2997.000	1.474	7.235
2998.000	1.471	7.233
2999.000	1.452	7.214
3000.000	1.425	7.187
3001.000	1.480	7.241
3002.000	1.477	7.239
3003.000	1.471	7.232
3004.000	1.443	7.204
3005.000	1.417	7.178
3006.000	1.421	7.182
3007.000	1.360	7.120
3008.000	1.328	7.088
3009.000	1.385	7.145
3010.000	1.385	7.145
3011.000	1.414	7.174
3012.000	1.390	7.150
3013.000	1.395	7.155
3014.000	1.417	7.177
3015.000	1.421	7.181
3016.000	1.441	7.201
3017.000	1.447	7.207
3018.000	1.429	7.188
3019.000	1.399	7.158
3020.000	1.393	7.152
3021.000	1.383	7.142
3022.000	1.434	7.193
3023.000	1.375	7.133
3024.000	1.391	7.150
3025.000	1.375	7.134
3026.000	1.327	7.085
3027.000	1.334	7.092
3028.000	1.317	7.075
3029.000	1.321	7.079
3030.000	1.324	7.082
3031.000	1.289	7.047
3032.000	1.274	7.031
3033.000	1.224	6.982
3034.000	1.235	6.992
3035.000	1.164	6.921
3036.000	1.151	6.908
3037.000	1.157	6.914
3038.000	1.166	6.922
3039.000	1.175	6.931
3040.000	1.135	6.891
3041.000	1.118	6.875
3042.000	1.092	6.849
3043.000	1.069	6.825
3044.000	1.081	6.837
3045.000	1.091	6.847
3046.000	1.055	6.811
3047.000	1.004	6.760
3048.000	1.008	6.764
3049.000	0.964	6.719
3050.000	0.983	6.738
3051.000	1.002	6.757
3052.000	1.007	6.762
3053.000	0.941	6.696
3054.000	0.899	6.653
3055.000	0.879	6.634
3056.000	0.932	6.686
3057.000	0.946	6.701
3058.000	0.926	6.681
3059.000	0.938	6.692
3060.000	0.940	6.694
3061.000	0.916	6.670
3062.000	0.954	6.708
3063.000	0.956	6.710
3064.000	0.971	6.725
3065.000	0.926	6.679
3066.000	0.965	6.718
3067.000	0.963	6.717
3068.000	0.949	6.702
3069.000	0.940	6.693
3070.000	0.952	6.704
3071.000	0.955	6.708
3072.000	0.921	6.674
3073.000	0.925	6.677
3074.000	0.952	6.704
3075.000	0.942	6.694
3076.000	0.970	6.722
3077.000	0.989	6.741
3078.000	0.979	6.731
3079.000	0.974	6.726
3080.000	0.977	6.729
3081.000	1.004	6.755
3082.000	0.994	6.746
3083.000	0.939	6.690
3084.000	0.947	6.698
3085.000	0.971	6.722
3086.000	0.960	6.711
3087.000	0.968	6.719
3088.000	1.041	6.792
3089.000	1.034	6.784
3090.000	1.023	6.773
3091.000	1.019	6.770
3092.000	0.978	6.728
3093.000	0.941	6.691
3094.000	0.944	6.694
3095.000	0.912	6.662
3096.000	0.925	6.674
3097.000	0.912	6.661
3098.000	0.926	6.676
3099.000	0.894	6.644
3100.000	0.921	6.670
3101.000	0.909	6.658
3102.000	0.890	6.639
3103.000	0.923	6.672
3104.000	0.920	6.669
3105.000	0.926	6.675
3106.000	0.910	6.658
3107.000	0.944	6.692
3108.000	0.976	6.724
3109.000	0.976	6.724
3110.000	0.965	6.713
3111.000	0.933	6.680
3112.000	0.913	6.660
3113.000	0.897	6.644
3114.000	0.843	6.590
3115.000	0.815	6.563
3116.000	0.813	6.560
3117.000	0.816	6.563
3118.000	0.768	6.515
3119.000	0.761	6.508
3120.000	0.747	6.494
3121.000	0.687	6.433
3122.000	0.697	6.443
3123.000	0.637	6.383
3124.000	0.654	6.400
3125.000	0.681	6.427
3126.000	0.651	6.397
3127.000	0.648	6.394
3128.000	0.632	6.378
3129.000	0.661	6.407
3130.000	0.658	6.404
3131.000	0.597	6.342
3132.000	0.588	6.333
3133.000	0.570	6.315
3134.000	0.575	6.319
3135.000	0.607	6.352
3136.000	0.621	6.366
3137.000	0.562	6.306
3138.000	0.550	6.294
3139.000	0.638	6.382
3140.000	0.624	6.368
3141.000	0.589	6.333
3142.000	0.566	6.310
3143.000	0.590	6.334
3144.000	0.594	6.337
3145.000	0.578	6.321
3146.000	0.607	6.350
3147.000	0.584	6.327
3148.000	0.559	6.302
3149.000	0.530	6.273
3150.000	0.539	6.282
3151.000	0.544	6.287
3152.000	0.525	6.267
3153.000	0.508	6.250
3154.000	0.520	6.262
3155.000	0.489	6.231
3156.000	0.457	6.199
3157.000	0.405	6.147
3158.000	0.439	6.181
3159.000	0.480	6.222
3160.000	0.461	6.202
3161.000	0.481	6.222
3162.000	0.513	6.254
3163.000	0.531	6.272
3164.000	0.529	6.270
3165.000	0.468	6.209
3166.000	0.465	6.205
3167.000	0.517	6.258
3168.000	0.519	6.260
3169.000	0.496	6.236
3170.000	0.495	6.236
3171.000	0.517	6.257
3172.000	0.523	6.263
3173.000	0.531	6.271
3174.000	0.519	6.259
3175.000	0.562	6.302
3176.000	0.548	6.287
3177.000	0.549	6.289
3178.000	0.577	6.317
3179.000	0.592	6.332
3180.000	0.581	6.321
3181.000	0.515	6.254
3182.000	0.492	6.231
3183.000	0.483	6.222
3184.000	0.496	6.234
3185.000	0.536	6.275
3186.000	0.559	6.297
3187.000	0.508	6.247
3188.000	0.506	6.244
3189.000	0.493	6.231
3190.000	0.523	6.261
3191.000	0.508	6.245
3192.000	0.533	6.270
3193.000	0.538	6.275
3194.000	0.540	6.277
3195.000	0.532	6.269
3196.000	0.538	6.275
3197.000	0.586	6.323
3198.000	0.578	6.314
3199.000	0.563	6.300
3200.000	0.577	6.314
3201.000	0.586	6.323
3202.000	0.636	6.373
3203.000	0.637	6.373
3204.000	0.633	6.369
3205.000	0.617	6.353
3206.000	0.591	6.327
3207.000	0.593	6.329
3208.000	0.574	6.309
3209.000	0.577	6.312
3210.000	0.563	6.298
3211.000	0.517	6.253
3212.000	0.473	6.209
3213.000	0.508	6.243
3214.000	0.510	6.245
3215.000	0.497	6.232
3216.000	0.501	6.236
3217.000	0.477	6.211
3218.000	0.474	6.208
3219.000	0.482	6.217
3220.000	0.515	6.249
3221.000	0.530	6.264
3222.000	0.554	6.288
3223.000	0.598	6.332
3224.000	0.577	6.311
3225.000	0.567	6.300
3226.000	0.562	6.296
3227.000	0.576	6.309
3228.000	0.548	6.281
3229.000	0.527	6.260
3230.000	0.495	6.228
3231.000	0.488	6.221
3232.000	0.518	6.250
3233.000	0.477	6.209
3234.000	0.481	6.214
3235.000	0.453	6.185
3236.000	0.464	6.196
3237.000	0.493	6.225
3238.000	0.484	6.216
3239.000	0.456	6.188
3240.000	0.462	6.194
3241.000	0.474	6.205
3242.000	0.463	6.194
3243.000	0.438	6.169
3244.000	0.449	6.181
3245.000	0.458	6.189
3246.000	0.428	6.159
3247.000	0.398	6.128
3248.000	0.386	6.117
3249.000	0.379	6.110
3250.000	0.360	6.091
3251.000	0.369	6.099
3252.000	0.425	6.155
3253.000	0.422	6.152
3254.000	0.396	6.126
3255.000	0.340	6.070
3256.000	0.362	6.092
3257.000	0.353	6.082
3258.000	0.356	6.086
3259.000	0.355	6.085
3260.000	0.367	6.096
3261.000	0.372	6.101
3262.000	0.368	6.097
3263.000	0.312	6.040
3264.000	0.320	6.049
3265.000	0.322	6.050
3266.000	0.319	6.048
3267.000	0.321	6.050
3268.000	0.328	6.056
3269.000	0.290	6.018
3270.000	0.282	6.010
3271.000	0.290	6.018
3272.000	0.249	5.977
3273.000	0.228	5.956
3274.000	0.265	5.993
3275.000	0.284	6.011
3276.000	0.248	5.975
3277.000	0.221	5.948
3278.000	0.189	5.916
3279.000	0.235	5.962
3280.000	0.270	5.997
3281.000	0.312	6.039
3282.000	0.284	6.011
3283.000	0.232	5.959
3284.000	0.230	5.956
3285.000	0.285	6.011
3286.000	0.291	6.017
3287.000	0.256	5.982
3288.000	0.245	5.971
3289.000	0.300	6.025
3290.000	0.321	6.047
3291.000	0.326	6.052
3292.000	0.319	6.044
3293.000	0.339	6.064
3294.000	0.347	6.072
3295.000	0.355	6.080
3296.000	0.394	6.119
3297.000	0.405	6.130
3298.000	0.388	6.112
3299.000	0.339	6.064
3300.000	0.309	6.033
3301.000	0.252	5.976
3302.000	0.203	5.927
3303.000	0.202	5.926
3304.000	0.231	5.955
3305.000	0.246	5.969
3306.000	0.257	5.980
3307.000	0.261	5.984
3308.000	0.287	6.010
3309.000	0.287	6.010
3310.000	0.300	6.023
3311.000	0.293	6.016
3312.000	0.275	5.998
3313.000	0.255	5.978
3314.000	0.203	5.926
3315.000	0.219	5.942
3316.000	0.237	5.960
3317.000	0.277	5.999
3318.000	0.230	5.952
3319.000	0.242	5.964
3320.000	0.220	5.942
3321.000	0.255	5.977
3322.000	0.185	5.907
3323.000	0.169	5.891
3324.000	0.179	5.901
3325.000	0.187	5.908
3326.000	0.194	5.915
3327.000	0.189	5.909
3328.000	0.203	5.924
3329.000	0.209	5.930
3330.000	0.269	5.989
3331.000	0.311	6.031
3332.000	0.299	6.019
3333.000	0.324	6.044
3334.000	0.337	6.057
3335.000	0.306	6.026
3336.000	0.325	6.044
3337.000	0.311	6.031
3338.000	0.293	6.012
3339.000	0.254	5.974
3340.000	0.255	5.974
3341.000	0.203	5.922
3342.000	0.206	5.925
3343.000	0.206	5.925
3344.000	0.281	5.999
3345.000	0.309	6.028
3346.000	0.269	5.988
3347.000	0.256	5.975
3348.000	0.299	6.017
3349.000	0.292	6.010
3350.000	0.309	6.027
3351.000	0.296	6.014
3352.000	0.330	6.048
3353.000	0.325	6.043
3354.000	0.374	6.092
3355.000	0.355	6.072
3356.000	0.373	6.090
3357.000	0.379	6.096
3358.000	0.387	6.104
3359.000	0.414	6.131
3360.000	0.373	6.089
3361.000	0.346	6.063
3362.000	0.323	6.039
3363.000	0.298	6.015
3364.000	0.297	6.013
3365.000	0.287	6.003
3366.000	0.242	5.958
3367.000	0.243	5.959
3368.000	0.266	5.981
3369.000	0.254	5.970
3370.000	0.228	5.944
3371.000	0.208	5.924
3372.000	0.245	5.960
3373.000	0.266	5.981
3374.000	0.216	5.931
3375.000	0.220	5.935
3376.000	0.200	5.915
3377.000	0.225	5.940
3378.000	0.208	5.923
3379.000	0.200	5.914
3380.000	0.195	5.909
3381.000	0.135	5.849
3382.000	0.137	5.851
3383.000	0.055	5.769
3384.000	0.000	5.714
3385.000	-0.032	5.682
3386.000	-0.027	5.686
3387.000	-0.007	5.707
3388.000	-0.039	5.675
3389.000	-0.046	5.667
3390.000	-0.042	5.671
3391.000	-0.002	5.711
3392.000	0.037	5.750
3393.000	0.065	5.777
3394.000	0.052	5.765
3395.000	0.086	5.799
3396.000	0.154	5.866
3397.000	0.172	5.884
3398.000	0.103	5.815
3399.000	0.111	5.823
3400.000	0.140	5.852
3401.000	0.132	5.844
3402.000	0.097	5.809
3403.000	0.102	5.814
3404.000	0.121	5.832
3405.000	0.092	5.804
3406.000	0.044	5.755
3407.000	0.016	5.727
3408.000	0.026	5.737
3409.000	-0.002	5.709
3410.000	-0.094	5.617
3411.000	-0.127	5.583
3412.000	-0.133	5.577
3413.000	-0.098	5.612
3414.000	-0.089	5.622
3415.000	-0.087	5.623
3416.000	-0.079	5.631
3417.000	-0.094	5.615
3418.000	-0.108	5.602
3419.000	-0.108	5.601
3420.000	-0.127	5.582
3421.000	-0.126	5.583
3422.000	-0.093	5.617
3423.000	-0.117	5.592
3424.000	-0.152	5.556
3425.000	-0.164	5.545
3426.000	-0.162	5.547
3427.000	-0.133	5.575
3428.000	-0.116	5.592
3429.000	-0.088	5.620
3430.000	-0.092	5.617
3431.000	-0.067	5.641
3432.000	-0.050	5.658
3433.000	-0.045	5.663
3434.000	-0.010	5.698
3435.000	0.006	5.713
3436.000	0.016	5.723
3437.000	-0.013	5.694
3438.000	-0.033	5.674
3439.000	-0.030	5.677
3440.000	0.000	5.707
3441.000	-0.030	5.676
3442.000	0.057	5.763
3443.000	0.030	5.736
3444.000	0.014	5.720
3445.000	0.013	5.719
3446.000	-0.044	5.663
3447.000	-0.015	5.691
3448.000	-0.013	5.693
3449.000	-0.038	5.667
3450.000	-0.074	5.632
3451.000	-0.062	5.643
3452.000	-0.109	5.597
3453.000	-0.154	5.551
3454.000	-0.147	5.559
3455.000	-0.164	5.541
3456.000	-0.139	5.565
3457.000	-0.132	5.573
3458.000	-0.145	5.560
3459.000	-0.141	5.564
3460.000	-0.119	5.585
3461.000	-0.123	5.581
3462.000	-0.132	5.572
3463.000	-0.104	5.600
3464.000	-0.124	5.580
3465.000	-0.119	5.585
3466.000	-0.128	5.576
3467.000	-0.112	5.591
3468.000	-0.139	5.564
3469.000	-0.146	5.557
3470.000	-0.164	5.539
3471.000	-0.197	5.506
3472.000	-0.193	5.510
3473.000	-0.216	5.487
3474.000	-0.189	5.514
3475.000	-0.149	5.553
3476.000	-0.174	5.529
3477.000	-0.135	5.567
3478.000	-0.149	5.553
3479.000	-0.191	5.511
3480.000	-0.236	5.466
3481.000	-0.241	5.461
3482.000	-0.262	5.439
3483.000	-0.240	5.462
3484.000	-0.273	5.428
3485.000	-0.218	5.484
3486.000	-0.271	5.430
3487.000	-0.243	5.458
3488.000	-0.232	5.469
3489.000	-0.233	5.468
3490.000	-0.212	5.489
3491.000	-0.241	5.460
3492.000	-0.281	5.419
3493.000	-0.282	5.418
3494.000	-0.321	5.379
3495.000	-0.298	5.402
3496.000	-0.338	5.362
3497.000	-0.367	5.333
3498.000	-0.323	5.377
3499.000	-0.306	5.394
3500.000	-0.291	5.409
3501.000	-0.312	5.388
3502.000	-0.283	5.416
3503.000	-0.306	5.394
3504.000	-0.333	5.366
3505.000	-0.298	5.401
3506.000	-0.304	5.394
3507.000	-0.332	5.366
3508.000	-0.310	5.389
3509.000	-0.276	5.422
3510.000	-0.270	5.428
3511.000	-0.228	5.470
3512.000	-0.253	5.445
3513.000	-0.218	5.480
3514.000	-0.213	5.485
3515.000	-0.256	5.442
3516.000	-0.236	5.462
3517.000	-0.271	5.426
3518.000	-0.264	5.433
3519.000	-0.207	5.490
3520.000	-0.195	5.502
3521.000	-0.237	5.460
3522.000	-0.257	5.440
3523.000	-0.269	5.428
3524.000	-0.240	5.457
3525.000	-0.207	5.489
3526.000	-0.209	5.487
3527.000	-0.187	5.509
3528.000	-0.161	5.535
3529.000	-0.218	5.478
3530.000	-0.230	5.466
3531.000	-0.268	5.427
3532.000	-0.286	5.410
3533.000	-0.339	5.357
3534.000	-0.407	5.288
3535.000	-0.435	5.260
3536.000	-0.409	5.286
3537.000	-0.361	5.333
3538.000	-0.391	5.304
3539.000	-0.451	5.243
3540.000	-0.412	5.283
3541.000	-0.407	5.287
3542.000	-0.412	5.283
3543.000	-0.425	5.269
3544.000	-0.427	5.267
3545.000	-0.424	5.270
3546.000	-0.404	5.290
3547.000	-0.390	5.304
3548.000	-0.406	5.288
3549.000	-0.426	5.268
3550.000	-0.429	5.264
3551.000	-0.461	5.232
3552.000	-0.475	5.218
3553.000	-0.476	5.217
3554.000	-0.488	5.205
3555.000	-0.484	5.209
3556.000	-0.497	5.196
3557.000	-0.467	5.225
3558.000	-0.477	5.215
3559.000	-0.469	5.223
3560.000	-0.457	5.236
3561.000	-0.443	5.249
3562.000	-0.480	5.212
3563.000	-0.449	5.242
3564.000	-0.438	5.254
3565.000	-0.449	5.243
3566.000	-0.460	5.231
3567.000	-0.469	5.222
3568.000	-0.529	5.162
3569.000	-0.574	5.117
3570.000	-0.587	5.104
3571.000	-0.558	5.133
3572.000	-0.571	5.119
3573.000	-0.581	5.110
3574.000	-0.599	5.091
3575.000	-0.623	5.067
3576.000	-0.633	5.058
3577.000	-0.593	5.097
3578.000	-0.549	5.141
3579.000	-0.570	5.120
3580.000	-0.585	5.105
3581.000	-0.594	5.095
3582.000	-0.618	5.072
3583.000	-0.623	5.066
3584.000	-0.578	5.111
3585.000	-0.558	5.131
3586.000	-0.556	5.133
3587.000	-0.609	5.080
3588.000	-0.597	5.092
3589.000	-0.640	5.049
3590.000	-0.645	5.043
3591.000	-0.647	5.042
3592.000	-0.659	5.029
3593.000	-0.639	5.049
3594.000	-0.634	5.053
3595.000	-0.643	5.045
3596.000	-0.658	5.030
3597.000	-0.721	4.966
3598.000	-0.730	4.957
3599.000	-0.726	4.962
3600.000	-0.723	4.964
3601.000	-0.727	4.960
3602.000	-0.748	4.939
3603.000	-0.746	4.941
3604.000	-0.749	4.937
3605.000	-0.753	4.934
3606.000	-0.719	4.967
3607.000	-0.720	4.967
3608.000	-0.749	4.937
3609.000	-0.728	4.958
3610.000	-0.721	4.965
3611.000	-0.707	4.979
3612.000	-0.741	4.945
3613.000	-0.721	4.964
3614.000	-0.731	4.954
3615.000	-0.745	4.940
3616.000	-0.752	4.933
3617.000	-0.820	4.865
3618.000	-0.763	4.922
3619.000	-0.764	4.921
3620.000	-0.788	4.897
3621.000	-0.755	4.930
3622.000	-0.729	4.955
3623.000	-0.713	4.972
3624.000	-0.744	4.940
3625.000	-0.766	4.918
3626.000	-0.701	4.983
3627.000	-0.704	4.980
3628.000	-0.714	4.970
3629.000	-0.732	4.952
3630.000	-0.681	5.003
3631.000	-0.665	5.018
3632.000	-0.586	5.097
3633.000	-0.612	5.072
3634.000	-0.570	5.113
3635.000	-0.576	5.106
3636.000	-0.566	5.117
3637.000	-0.545	5.138
3638.000	-0.558	5.124
3639.000	-0.579	5.104
3640.000	-0.592	5.090
3641.000	-0.625	5.057
3642.000	-0.622	5.060
3643.000	-0.664	5.018
3644.000	-0.622	5.059
3645.000	-0.582	5.099
3646.000	-0.520	5.161
3647.000	-0.504	5.178
3648.000	-0.483	5.199
3649.000	-0.561	5.120
3650.000	-0.536	5.145
3651.000	-0.573	5.108
3652.000	-0.609	5.072
3653.000	-0.638	5.043
3654.000	-0.622	5.058
3655.000	-0.610	5.071
3656.000	-0.624	5.056
3657.000	-0.579	5.101
3658.000	-0.607	5.073
3659.000	-0.589	5.090
3660.000	-0.589	5.090
3661.000	-0.558	5.121
3662.000	-0.586	5.093
3663.000	-0.549	5.130
3664.000	-0.582	5.097
3665.000	-0.636	5.043
3666.000	-0.663	5.016
3667.000	-0.657	5.022
3668.000	-0.641	5.038
3669.000	-0.600	5.078
3670.000	-0.579	5.099
3671.000	-0.562	5.116
3672.000	-0.530	5.148
3673.000	-0.483	5.195
3674.000	-0.514	5.164
3675.000	-0.461	5.217
3676.000	-0.426	5.252
3677.000	-0.416	5.262
3678.000	-0.417	5.261
3679.000	-0.423	5.255
3680.000	-0.436	5.242
3681.000	-0.448	5.229
3682.000	-0.405	5.272
3683.000	-0.399	5.278
3684.000	-0.444	5.232
3685.000	-0.450	5.227
3686.000	-0.415	5.262
3687.000	-0.444	5.233
3688.000	-0.430	5.246
3689.000	-0.395	5.282
3690.000	-0.446	5.230
3691.000	-0.477	5.199
3692.000	-0.479	5.197
3693.000	-0.500	5.176
3694.000	-0.523	5.152
3695.000	-0.502	5.174
3696.000	-0.554	5.122
3697.000	-0.492	5.184
3698.000	-0.454	5.221
3699.000	-0.474	5.201
3700.000	-0.469	5.206
3701.000	-0.560	5.115
3702.000	-0.544	5.131
3703.000	-0.552	5.123
3704.000	-0.537	5.138
3705.000	-0.548	5.126
3706.000	-0.547	5.127
3707.000	-0.534	5.140
3708.000	-0.550	5.124
3709.000	-0.552	5.121
3710.000	-0.540	5.133
3711.000	-0.509	5.164
3712.000	-0.503	5.170
3713.000	-0.504	5.169
3714.000	-0.500	5.173
3715.000	-0.532	5.141
3716.000	-0.522	5.150
3717.000	-0.518	5.155
3718.000	-0.549	5.123
3719.000	-0.517	5.156
3720.000	-0.484	5.189
3721.000	-0.442	5.230
3722.000	-0.378	5.294
3723.000	-0.376	5.296
3724.000	-0.377	5.295
3725.000	-0.380	5.291
3726.000	-0.355	5.317
3727.000	-0.365	5.306
3728.000	-0.357	5.315
3729.000	-0.329	5.343
3730.000	-0.363	5.308
3731.000	-0.326	5.345
3732.000	-0.327	5.344
3733.000	-0.353	5.318
3734.000	-0.409	5.261
3735.000	-0.404	5.266
3736.000	-0.425	5.246
3737.000	-0.391	5.279
3738.000	-0.385	5.285
3739.000	-0.381	5.289
3740.000	-0.320	5.350
3741.000	-0.348	5.322
3742.000	-0.327	5.343
3743.000	-0.365	5.305
3744.000	-0.349	5.320
3745.000	-0.351	5.319
3746.000	-0.353	5.316
3747.000	-0.375	5.294
3748.000	-0.403	5.266
3749.000	-0.423	5.245
3750.000	-0.408	5.261
3751.000	-0.498	5.171
3752.000	-0.472	5.196
3753.000	-0.454	5.215
3754.000	-0.461	5.208
3755.000	-0.424	5.245
3756.000	-0.480	5.188
3757.000	-0.458	5.210
3758.000	-0.455	5.213
3759.000	-0.444	5.223
3760.000	-0.435	5.232
3761.000	-0.480	5.187
3762.000	-0.506	5.161
3763.000	-0.516	5.151
