time	Temperature	X	Y	Velocity
1278.000	9.8e+04	3.862	3.973	[-0.00077 -0.0008 ]
1279.000	9.8e+04	3.861	3.972	[-0.00077 -0.0008 ]
1280.000	9.8e+04	3.860	3.971	[-0.00077 -0.0008 ]
1281.000	9.8e+04	3.859	3.970	[-0.00077 -0.00079]
1282.000	9.8e+04	3.859	3.970	[-0.00077 -0.00079]
1283.000	9.8e+04	3.858	3.969	[-0.00077 -0.00079]
1284.000	9.8e+04	3.857	3.968	[-0.00077 -0.00079]
1285.000	9.8e+04	3.856	3.967	[-0.00077 -0.00079]
1286.000	9.8e+04	3.855	3.967	[-0.00077 -0.00079]
1287.000	9.8e+04	3.855	3.966	[-0.00077 -0.00079]
1288.000	9.8e+04	3.854	3.965	[-0.00077 -0.00079]
1289.000	9.8e+04	3.853	3.964	[-0.00077 -0.00079]
1290.000	9.8e+04	3.852	3.963	[-0.00077 -0.00079]
1291.000	9.8e+04	3.852	3.963	[-0.00077 -0.00079]
1292.000	9.8e+04	3.851	3.962	[-0.00077 -0.00079]
1293.000	9.8e+04	3.850	3.961	[-0.00077 -0.00079]
1294.000	9.8e+04	3.849	3.960	[-0.00077 -0.00079]
1295.000	9.8e+04	3.849	3.959	[-0.00077 -0.00079]
1296.000	9.8e+04	3.848	3.959	[-0.00077 -0.00079]
1297.000	9.8e+04	3.847	3.958	[-0.00077 -0.00079]
1298.000	9.8e+04	3.846	3.957	[-0.00077 -0.00079]
1299.000	9.8e+04	3.845	3.956	[-0.00077 -0.00079]
1300.000	9.8e+04	3.845	3.955	[-0.00077 -0.00079]
1301.000	9.8e+04	3.844	3.955	[-0.00077 -0.00079]
1302.000	9.8e+04	3.843	3.954	[-0.00077 -0.00079]
1303.000	9.8e+04	3.842	3.953	[-0.00077 -0.00079]
1304.000	9.8e+04	3.842	3.952	[-0.00077 -0.00079]
1305.000	9.8e+04	3.841	3.951	[-0.00077 -0.00079]
1306.000	9.8e+04	3.840	3.951	[-0.00077 -0.00079]
1307.000	9.8e+04	3.839	3.950	[-0.00077 -0.00079]
1308.000	9.8e+04	3.839	3.949	[-0.00077 -0.00079]
1309.000	9.8e+04	3.838	3.948	[-0.00077 -0.00079]
1310.000	9.8e+04	3.837	3.948	[-0.00077 -0.00079]
1311.000	9.8e+04	3.836	3.947	[-0.00077 -0.00079]
1312.000	9.8e+04	3.835	3.946	[-0.00077 -0.00079]
1313.000	9.8e+04	3.835	3.945	[-0.00077 -0.00079]
1314.000	9.8e+04	3.834	3.944	[-0.00077 -0.00079]
1315.000	9.8e+04	3.833	3.944	[-0.00077 -0.00079]
1316.000	9.8e+04	3.832	3.943	[-0.00077 -0.00079]
1317.000	9.8e+04	3.832	3.942	[-0.00077 -0.00079]
1318.000	9.8e+04	3.831	3.941	[-0.00077 -0.00079]
1319.000	9.8e+04	3.830	3.940	[-0.00077 -0.00079]
1320.000	9.8e+04	3.829	3.940	[-0.00077 -0.00079]
1321.000	9.8e+04	3.829	3.939	[-0.00077 -0.00079]
1322.000	9.8e+04	3.828	3.938	[-0.00077 -0.00079]
1323.000	9.8e+04	3.827	3.937	[-0.00077 -0.00079]
1324.000	9.8e+04	3.826	3.936	[-0.00077 -0.00079]
1325.000	9.8e+04	3.826	3.936	[-0.00077 -0.00079]
1326.000	9.8e+04	3.825	3.935	[-0.00077 -0.00079]
1327.000	9.8e+04	3.824	3.934	[-0.00077 -0.00079]
1328.000	9.8e+04	3.823	3.933	[-0.00077 -0.00079]
1329.000	9.8e+04	3.822	3.933	[-0.00077 -0.00079]
1330.000	9.8e+04	3.822	3.932	[-0.00077 -0.00079]
1331.000	9.8e+04	3.821	3.931	[-0.00076 -0.00079]
1332.000	9.8e+04	3.820	3.930	[-0.00076 -0.00079]
1333.000	9.8e+04	3.819	3.929	[-0.00076 -0.00079]
1334.000	9.8e+04	3.819	3.929	[-0.00076 -0.00079]
1335.000	9.8e+04	3.818	3.928	[-0.00076 -0.00079]
1336.000	9.8e+04	3.817	3.927	[-0.00076 -0.00079]
1337.000	9.8e+04	3.816	3.926	[-0.00076 -0.00079]
1338.000	9.8e+04	3.816	3.925	[-0.00076 -0.00079]
1339.000	9.8e+04	3.815	3.925	[-0.00076 -0.00079]
1340.000	9.8e+04	3.814	3.924	[-0.00076 -0.00079]
1341.000	9.8e+04	3.813	3.923	[-0.00076 -0.00079]
1342.000	9.8e+04	3.813	3.922	[-0.00076 -0.00079]
1343.000	9.8e+04	3.812	3.922	[-0.00076 -0.00079]
1344.000	9.8e+04	3.811	3.921	[-0.00076 -0.00078]
1345.000	9.8e+04	3.810	3.920	[-0.00076 -0.00078]
1346.000	9.8e+04	3.809	3.919	[-0.00076 -0.00078]
1347.000	9.8e+04	3.809	3.918	[-0.00076 -0.00078]
1348.000	9.8e+04	3.808	3.918	[-0.00076 -0.00078]
1349.000	9.8e+04	3.807	3.917	[-0.00076 -0.00078]
1350.000	9.8e+04	3.806	3.916	[-0.00076 -0.00078]
1351.000	9.8e+04	3.806	3.915	[-0.00076 -0.00078]
1352.000	9.8e+04	3.805	3.914	[-0.00076 -0.00078]
1353.000	9.8e+04	3.804	3.914	[-0.00076 -0.00078]
1354.000	9.8e+04	3.803	3.913	[-0.00076 -0.00078]
1355.000	9.8e+04	3.803	3.912	[-0.00076 -0.00078]
1356.000	9.8e+04	3.802	3.911	[-0.00076 -0.00078]
1357.000	9.8e+04	3.801	3.911	[-0.00076 -0.00078]
1358.000	9.8e+04	3.800	3.910	[-0.00076 -0.00078]
1359.000	9.8e+04	3.800	3.909	[-0.00076 -0.00078]
1360.000	9.8e+04	3.799	3.908	[-0.00076 -0.00078]
1361.000	9.8e+04	3.798	3.907	[-0.00076 -0.00078]
1362.000	9.8e+04	3.797	3.907	[-0.00076 -0.00078]
1363.000	9.8e+04	3.797	3.906	[-0.00076 -0.00078]
1364.000	9.8e+04	3.796	3.905	[-0.00076 -0.00078]
1365.000	9.8e+04	3.795	3.904	[-0.00076 -0.00078]
1366.000	9.8e+04	3.794	3.904	[-0.00076 -0.00078]
1367.000	9.8e+04	3.793	3.903	[-0.00076 -0.00078]
1368.000	9.8e+04	3.793	3.902	[-0.00076 -0.00078]
1369.000	9.8e+04	3.792	3.901	[-0.00076 -0.00078]
1370.000	9.8e+04	3.791	3.900	[-0.00076 -0.00078]
1371.000	9.8e+04	3.790	3.900	[-0.00076 -0.00078]
1372.000	9.8e+04	3.790	3.899	[-0.00076 -0.00078]
1373.000	9.8e+04	3.789	3.898	[-0.00076 -0.00078]
1374.000	9.8e+04	3.788	3.897	[-0.00076 -0.00078]
1375.000	9.8e+04	3.787	3.896	[-0.00076 -0.00078]
1376.000	9.8e+04	3.787	3.896	[-0.00076 -0.00078]
1377.000	9.8e+04	3.786	3.895	[-0.00076 -0.00078]
1378.000	9.8e+04	3.785	3.894	[-0.00076 -0.00078]
1379.000	9.8e+04	3.784	3.893	[-0.00076 -0.00078]
1380.000	9.8e+04	3.784	3.893	[-0.00076 -0.00078]
1381.000	9.8e+04	3.783	3.892	[-0.00076 -0.00078]
1382.000	9.8e+04	3.782	3.891	[-0.00076 -0.00078]
1383.000	9.8e+04	3.781	3.890	[-0.00076 -0.00078]
1384.000	9.8e+04	3.781	3.889	[-0.00076 -0.00078]
1385.000	9.8e+04	3.780	3.889	[-0.00076 -0.00078]
1386.000	9.8e+04	3.779	3.888	[-0.00076 -0.00078]
1387.000	9.8e+04	3.778	3.887	[-0.00076 -0.00078]
1388.000	9.8e+04	3.778	3.886	[-0.00076 -0.00078]
1389.000	9.8e+04	3.777	3.886	[-0.00076 -0.00078]
1390.000	9.8e+04	3.776	3.885	[-0.00076 -0.00078]
1391.000	9.8e+04	3.775	3.884	[-0.00076 -0.00078]
1392.000	9.8e+04	3.775	3.883	[-0.00076 -0.00078]
1393.000	9.8e+04	3.774	3.882	[-0.00076 -0.00078]
1394.000	9.8e+04	3.773	3.882	[-0.00076 -0.00078]
1395.000	9.8e+04	3.772	3.881	[-0.00076 -0.00078]
1396.000	9.8e+04	3.772	3.880	[-0.00076 -0.00078]
1397.000	9.8e+04	3.771	3.879	[-0.00075 -0.00078]
1398.000	9.8e+04	3.770	3.879	[-0.00075 -0.00078]
1399.000	9.8e+04	3.769	3.878	[-0.00075 -0.00078]
1400.000	9.8e+04	3.768	3.877	[-0.00075 -0.00078]
1401.000	9.8e+04	3.768	3.876	[-0.00075 -0.00078]
1402.000	9.8e+04	3.767	3.875	[-0.00075 -0.00078]
1403.000	9.8e+04	3.766	3.875	[-0.00075 -0.00078]
1404.000	9.8e+04	3.765	3.874	[-0.00075 -0.00078]
1405.000	9.8e+04	3.765	3.873	[-0.00075 -0.00078]
1406.000	9.8e+04	3.764	3.872	[-0.00075 -0.00078]
1407.000	9.8e+04	3.763	3.872	[-0.00075 -0.00078]
1408.000	9.8e+04	3.762	3.871	[-0.00075 -0.00077]
1409.000	9.8e+04	3.762	3.870	[-0.00075 -0.00077]
1410.000	9.8e+04	3.761	3.869	[-0.00075 -0.00077]
1411.000	9.8e+04	3.760	3.868	[-0.00075 -0.00077]
1412.000	9.8e+04	3.759	3.868	[-0.00075 -0.00077]
1413.000	9.8e+04	3.759	3.867	[-0.00075 -0.00077]
1414.000	9.8e+04	3.758	3.866	[-0.00075 -0.00077]
1415.000	9.8e+04	3.757	3.865	[-0.00075 -0.00077]
1416.000	9.8e+04	3.756	3.865	[-0.00075 -0.00077]
1417.000	9.8e+04	3.756	3.864	[-0.00075 -0.00077]
1418.000	9.8e+04	3.755	3.863	[-0.00075 -0.00077]
1419.000	9.8e+04	3.754	3.862	[-0.00075 -0.00077]
1420.000	9.8e+04	3.753	3.862	[-0.00075 -0.00077]
1421.000	9.8e+04	3.753	3.861	[-0.00075 -0.00077]
1422.000	9.8e+04	3.752	3.860	[-0.00075 -0.00077]
1423.000	9.8e+04	3.751	3.859	[-0.00075 -0.00077]
1424.000	9.8e+04	3.750	3.858	[-0.00075 -0.00077]
1425.000	9.8e+04	3.750	3.858	[-0.00075 -0.00077]
1426.000	9.8e+04	3.749	3.857	[-0.00075 -0.00077]
1427.000	9.8e+04	3.748	3.856	[-0.00075 -0.00077]
1428.000	9.8e+04	3.747	3.855	[-0.00075 -0.00077]
1429.000	9.8e+04	3.747	3.855	[-0.00075 -0.00077]
1430.000	9.8e+04	3.746	3.854	[-0.00075 -0.00077]
1431.000	9.8e+04	3.745	3.853	[-0.00075 -0.00077]
1432.000	9.8e+04	3.744	3.852	[-0.00075 -0.00077]
1433.000	9.8e+04	3.744	3.851	[-0.00075 -0.00077]
1434.000	9.8e+04	3.743	3.851	[-0.00075 -0.00077]
1435.000	9.8e+04	3.742	3.850	[-0.00075 -0.00077]
1436.000	9.8e+04	3.741	3.849	[-0.00075 -0.00077]
1437.000	9.8e+04	3.741	3.848	[-0.00075 -0.00077]
1438.000	9.8e+04	3.740	3.848	[-0.00075 -0.00077]
1439.000	9.8e+04	3.739	3.847	[-0.00075 -0.00077]
1440.000	9.8e+04	3.738	3.846	[-0.00075 -0.00077]
1441.000	9.8e+04	3.738	3.845	[-0.00075 -0.00077]
1442.000	9.8e+04	3.737	3.845	[-0.00075 -0.00077]
1443.000	9.8e+04	3.736	3.844	[-0.00075 -0.00077]
1444.000	9.8e+04	3.735	3.843	[-0.00075 -0.00077]
1445.000	9.8e+04	3.735	3.842	[-0.00075 -0.00077]
1446.000	9.8e+04	3.734	3.841	[-0.00075 -0.00077]
1447.000	9.8e+04	3.733	3.841	[-0.00075 -0.00077]
1448.000	9.8e+04	3.732	3.840	[-0.00075 -0.00077]
1449.000	9.8e+04	3.732	3.839	[-0.00075 -0.00077]
1450.000	9.8e+04	3.731	3.838	[-0.00075 -0.00077]
1451.000	9.8e+04	3.730	3.838	[-0.00075 -0.00077]
1452.000	9.8e+04	3.729	3.837	[-0.00075 -0.00077]
1453.000	9.8e+04	3.729	3.836	[-0.00075 -0.00077]
1454.000	9.8e+04	3.728	3.835	[-0.00075 -0.00077]
1455.000	9.8e+04	3.727	3.835	[-0.00075 -0.00077]
1456.000	9.8e+04	3.726	3.834	[-0.00075 -0.00077]
1457.000	9.8e+04	3.726	3.833	[-0.00075 -0.00077]
1458.000	9.8e+04	3.725	3.832	[-0.00075 -0.00077]
1459.000	9.8e+04	3.724	3.831	[-0.00075 -0.00077]
1460.000	9.8e+04	3.723	3.831	[-0.00075 -0.00077]
1461.000	9.8e+04	3.723	3.830	[-0.00075 -0.00077]
1462.000	9.8e+04	3.722	3.829	[-0.00075 -0.00077]
1463.000	9.8e+04	3.721	3.828	[-0.00075 -0.00077]
1464.000	9.8e+04	3.721	3.828	[-0.00074 -0.00077]
1465.000	9.8e+04	3.720	3.827	[-0.00074 -0.00077]
1466.000	9.8e+04	3.719	3.826	[-0.00074 -0.00077]
1467.000	9.8e+04	3.718	3.825	[-0.00074 -0.00077]
1468.000	9.8e+04	3.718	3.825	[-0.00074 -0.00077]
1469.000	9.8e+04	3.717	3.824	[-0.00074 -0.00077]
1470.000	9.8e+04	3.716	3.823	[-0.00074 -0.00077]
1471.000	9.8e+04	3.715	3.822	[-0.00074 -0.00077]
1472.000	9.8e+04	3.715	3.822	[-0.00074 -0.00077]
1473.000	9.8e+04	3.714	3.821	[-0.00074 -0.00076]
1474.000	9.8e+04	3.713	3.820	[-0.00074 -0.00076]
1475.000	9.8e+04	3.712	3.819	[-0.00074 -0.00076]
1476.000	9.8e+04	3.712	3.818	[-0.00074 -0.00076]
1477.000	9.8e+04	3.711	3.818	[-0.00074 -0.00076]
1478.000	9.8e+04	3.710	3.817	[-0.00074 -0.00076]
1479.000	9.8e+04	3.709	3.816	[-0.00074 -0.00076]
1480.000	9.8e+04	3.709	3.815	[-0.00074 -0.00076]
1481.000	9.8e+04	3.708	3.815	[-0.00074 -0.00076]
1482.000	9.8e+04	3.707	3.814	[-0.00074 -0.00076]
1483.000	9.8e+04	3.706	3.813	[-0.00074 -0.00076]
1484.000	9.8e+04	3.706	3.812	[-0.00074 -0.00076]
1485.000	9.8e+04	3.705	3.812	[-0.00074 -0.00076]
1486.000	9.8e+04	3.704	3.811	[-0.00074 -0.00076]
1487.000	9.8e+04	3.703	3.810	[-0.00074 -0.00076]
1488.000	9.8e+04	3.703	3.809	[-0.00074 -0.00076]
1489.000	9.8e+04	3.702	3.809	[-0.00074 -0.00076]
1490.000	9.8e+04	3.701	3.808	[-0.00074 -0.00076]
1491.000	9.8e+04	3.700	3.807	[-0.00074 -0.00076]
1492.000	9.8e+04	3.700	3.806	[-0.00074 -0.00076]
1493.000	9.8e+04	3.699	3.806	[-0.00074 -0.00076]
1494.000	9.8e+04	3.698	3.805	[-0.00074 -0.00076]
1495.000	9.8e+04	3.697	3.804	[-0.00074 -0.00076]
1496.000	9.8e+04	3.697	3.803	[-0.00074 -0.00076]
1497.000	9.8e+04	3.696	3.802	[-0.00074 -0.00076]
1498.000	9.8e+04	3.695	3.802	[-0.00074 -0.00076]
1499.000	9.8e+04	3.695	3.801	[-0.00074 -0.00076]
1500.000	9.8e+04	3.694	3.800	[-0.00074 -0.00076]
1501.000	9.8e+04	3.693	3.799	[-0.00074 -0.00076]
1502.000	9.8e+04	3.692	3.799	[-0.00074 -0.00076]
1503.000	9.8e+04	3.692	3.798	[-0.00074 -0.00076]
1504.000	9.8e+04	3.691	3.797	[-0.00074 -0.00076]
1505.000	9.8e+04	3.690	3.796	[-0.00074 -0.00076]
1506.000	9.8e+04	3.689	3.796	[-0.00074 -0.00076]
1507.000	9.8e+04	3.689	3.795	[-0.00074 -0.00076]
1508.000	9.8e+04	3.688	3.794	[-0.00074 -0.00076]
1509.000	9.8e+04	3.687	3.793	[-0.00074 -0.00076]
1510.000	9.8e+04	3.686	3.793	[-0.00074 -0.00076]
1511.000	9.8e+04	3.686	3.792	[-0.00074 -0.00076]
1512.000	9.8e+04	3.685	3.791	[-0.00074 -0.00076]
1513.000	9.8e+04	3.684	3.790	[-0.00074 -0.00076]
1514.000	9.8e+04	3.683	3.790	[-0.00074 -0.00076]
1515.000	9.8e+04	3.683	3.789	[-0.00074 -0.00076]
1516.000	9.8e+04	3.682	3.788	[-0.00074 -0.00076]
1517.000	9.8e+04	3.681	3.787	[-0.00074 -0.00076]
1518.000	9.8e+04	3.681	3.787	[-0.00074 -0.00076]
1519.000	9.8e+04	3.680	3.786	[-0.00074 -0.00076]
1520.000	9.8e+04	3.679	3.785	[-0.00074 -0.00076]
1521.000	9.8e+04	3.678	3.784	[-0.00074 -0.00076]
1522.000	9.8e+04	3.678	3.783	[-0.00074 -0.00076]
1523.000	9.8e+04	3.677	3.783	[-0.00074 -0.00076]
1524.000	9.8e+04	3.676	3.782	[-0.00074 -0.00076]
1525.000	9.8e+04	3.675	3.781	[-0.00074 -0.00076]
1526.000	9.8e+04	3.675	3.780	[-0.00074 -0.00076]
1527.000	9.8e+04	3.674	3.780	[-0.00074 -0.00076]
1528.000	9.8e+04	3.673	3.779	[-0.00074 -0.00076]
1529.000	9.8e+04	3.672	3.778	[-0.00074 -0.00076]
1530.000	9.8e+04	3.672	3.777	[-0.00074 -0.00076]
1531.000	9.8e+04	3.671	3.777	[-0.00073 -0.00076]
1532.000	9.8e+04	3.670	3.776	[-0.00073 -0.00076]
1533.000	9.8e+04	3.669	3.775	[-0.00073 -0.00076]
1534.000	9.8e+04	3.669	3.774	[-0.00073 -0.00076]
1535.000	9.8e+04	3.668	3.774	[-0.00073 -0.00076]
1536.000	9.8e+04	3.667	3.773	[-0.00073 -0.00076]
1537.000	9.8e+04	3.667	3.772	[-0.00073 -0.00076]
1538.000	9.8e+04	3.666	3.771	[-0.00073 -0.00076]
1539.000	9.8e+04	3.665	3.771	[-0.00073 -0.00075]
1540.000	9.8e+04	3.664	3.770	[-0.00073 -0.00075]
1541.000	9.8e+04	3.664	3.769	[-0.00073 -0.00075]
1542.000	9.8e+04	3.663	3.768	[-0.00073 -0.00075]
1543.000	9.8e+04	3.662	3.768	[-0.00073 -0.00075]
1544.000	9.8e+04	3.661	3.767	[-0.00073 -0.00075]
1545.000	9.8e+04	3.661	3.766	[-0.00073 -0.00075]
1546.000	9.8e+04	3.660	3.765	[-0.00073 -0.00075]
1547.000	9.8e+04	3.659	3.765	[-0.00073 -0.00075]
1548.000	9.8e+04	3.658	3.764	[-0.00073 -0.00075]
1549.000	9.8e+04	3.658	3.763	[-0.00073 -0.00075]
1550.000	9.8e+04	3.657	3.762	[-0.00073 -0.00075]
1551.000	9.8e+04	3.656	3.762	[-0.00073 -0.00075]
1552.000	9.8e+04	3.656	3.761	[-0.00073 -0.00075]
1553.000	9.8e+04	3.655	3.760	[-0.00073 -0.00075]
1554.000	9.8e+04	3.654	3.759	[-0.00073 -0.00075]
1555.000	9.8e+04	3.653	3.759	[-0.00073 -0.00075]
1556.000	9.8e+04	3.653	3.758	[-0.00073 -0.00075]
1557.000	9.8e+04	3.652	3.757	[-0.00073 -0.00075]
1558.000	9.8e+04	3.651	3.756	[-0.00073 -0.00075]
1559.000	9.8e+04	3.650	3.756	[-0.00073 -0.00075]
1560.000	9.8e+04	3.650	3.755	[-0.00073 -0.00075]
1561.000	9.8e+04	3.649	3.754	[-0.00073 -0.00075]
1562.000	9.8e+04	3.648	3.753	[-0.00073 -0.00075]
1563.000	9.8e+04	3.647	3.753	[-0.00073 -0.00075]
1564.000	9.8e+04	3.647	3.752	[-0.00073 -0.00075]
1565.000	9.8e+04	3.646	3.751	[-0.00073 -0.00075]
1566.000	9.8e+04	3.645	3.750	[-0.00073 -0.00075]
1567.000	9.8e+04	3.645	3.750	[-0.00073 -0.00075]
1568.000	9.8e+04	3.644	3.749	[-0.00073 -0.00075]
1569.000	9.8e+04	3.643	3.748	[-0.00073 -0.00075]
1570.000	9.8e+04	3.642	3.747	[-0.00073 -0.00075]
1571.000	9.8e+04	3.642	3.747	[-0.00073 -0.00075]
1572.000	9.8e+04	3.641	3.746	[-0.00073 -0.00075]
1573.000	9.8e+04	3.640	3.745	[-0.00073 -0.00075]
1574.000	9.8e+04	3.639	3.744	[-0.00073 -0.00075]
1575.000	9.8e+04	3.639	3.744	[-0.00073 -0.00075]
1576.000	9.8e+04	3.638	3.743	[-0.00073 -0.00075]
1577.000	9.8e+04	3.637	3.742	[-0.00073 -0.00075]
1578.000	9.8e+04	3.637	3.741	[-0.00073 -0.00075]
1579.000	9.8e+04	3.636	3.741	[-0.00073 -0.00075]
1580.000	9.8e+04	3.635	3.740	[-0.00073 -0.00075]
1581.000	9.8e+04	3.634	3.739	[-0.00073 -0.00075]
1582.000	9.8e+04	3.634	3.738	[-0.00073 -0.00075]
1583.000	9.8e+04	3.633	3.738	[-0.00073 -0.00075]
1584.000	9.8e+04	3.632	3.737	[-0.00073 -0.00075]
1585.000	9.8e+04	3.631	3.736	[-0.00073 -0.00075]
1586.000	9.8e+04	3.631	3.735	[-0.00073 -0.00075]
1587.000	9.8e+04	3.630	3.735	[-0.00073 -0.00075]
1588.000	9.8e+04	3.629	3.734	[-0.00073 -0.00075]
1589.000	9.8e+04	3.629	3.733	[-0.00073 -0.00075]
1590.000	9.8e+04	3.628	3.732	[-0.00073 -0.00075]
1591.000	9.8e+04	3.627	3.732	[-0.00073 -0.00075]
1592.000	9.8e+04	3.626	3.731	[-0.00073 -0.00075]
1593.000	9.8e+04	3.626	3.730	[-0.00073 -0.00075]
1594.000	9.8e+04	3.625	3.729	[-0.00073 -0.00075]
1595.000	9.8e+04	3.624	3.729	[-0.00073 -0.00075]
1596.000	9.8e+04	3.623	3.728	[-0.00073 -0.00075]
1597.000	9.8e+04	3.623	3.727	[-0.00073 -0.00075]
1598.000	9.8e+04	3.622	3.726	[-0.00073 -0.00075]
1599.000	9.8e+04	3.621	3.726	[-0.00073 -0.00075]
1600.000	9.8e+04	3.621	3.725	[-0.00072 -0.00075]
1601.000	9.8e+04	3.620	3.724	[-0.00072 -0.00075]
1602.000	9.8e+04	3.619	3.723	[-0.00072 -0.00075]
1603.000	9.8e+04	3.618	3.723	[-0.00072 -0.00075]
1604.000	9.8e+04	3.618	3.722	[-0.00072 -0.00075]
1605.000	9.8e+04	3.617	3.721	[-0.00072 -0.00074]
1606.000	9.8e+04	3.616	3.720	[-0.00072 -0.00074]
1607.000	9.8e+04	3.616	3.720	[-0.00072 -0.00074]
1608.000	9.8e+04	3.615	3.719	[-0.00072 -0.00074]
1609.000	9.8e+04	3.614	3.718	[-0.00072 -0.00074]
1610.000	9.8e+04	3.613	3.717	[-0.00072 -0.00074]
1611.000	9.8e+04	3.613	3.717	[-0.00072 -0.00074]
1612.000	9.8e+04	3.612	3.716	[-0.00072 -0.00074]
1613.000	9.8e+04	3.611	3.715	[-0.00072 -0.00074]
1614.000	9.8e+04	3.610	3.714	[-0.00072 -0.00074]
1615.000	9.8e+04	3.610	3.714	[-0.00072 -0.00074]
1616.000	9.8e+04	3.609	3.713	[-0.00072 -0.00074]
1617.000	9.8e+04	3.608	3.712	[-0.00072 -0.00074]
1618.000	9.8e+04	3.608	3.711	[-0.00072 -0.00074]
1619.000	9.8e+04	3.607	3.711	[-0.00072 -0.00074]
1620.000	9.8e+04	3.606	3.710	[-0.00072 -0.00074]
1621.000	9.8e+04	3.605	3.709	[-0.00072 -0.00074]
1622.000	9.8e+04	3.605	3.708	[-0.00072 -0.00074]
1623.000	9.8e+04	3.604	3.708	[-0.00072 -0.00074]
1624.000	9.8e+04	3.603	3.707	[-0.00072 -0.00074]
1625.000	9.8e+04	3.602	3.706	[-0.00072 -0.00074]
1626.000	9.8e+04	3.602	3.706	[-0.00072 -0.00074]
1627.000	9.8e+04	3.601	3.705	[-0.00072 -0.00074]
1628.000	9.8e+04	3.600	3.704	[-0.00072 -0.00074]
1629.000	9.8e+04	3.600	3.703	[-0.00072 -0.00074]
1630.000	9.8e+04	3.599	3.703	[-0.00072 -0.00074]
1631.000	9.8e+04	3.598	3.702	[-0.00072 -0.00074]
1632.000	9.8e+04	3.597	3.701	[-0.00072 -0.00074]
1633.000	9.8e+04	3.597	3.700	[-0.00072 -0.00074]
1634.000	9.8e+04	3.596	3.700	[-0.00072 -0.00074]
1635.000	9.8e+04	3.595	3.699	[-0.00072 -0.00074]
1636.000	9.8e+04	3.595	3.698	[-0.00072 -0.00074]
1637.000	9.8e+04	3.594	3.697	[-0.00072 -0.00074]
1638.000	9.8e+04	3.593	3.697	[-0.00072 -0.00074]
1639.000	9.8e+04	3.592	3.696	[-0.00072 -0.00074]
1640.000	9.8e+04	3.592	3.695	[-0.00072 -0.00074]
1641.000	9.8e+04	3.591	3.694	[-0.00072 -0.00074]
1642.000	9.8e+04	3.590	3.694	[-0.00072 -0.00074]
1643.000	9.8e+04	3.590	3.693	[-0.00072 -0.00074]
1644.000	9.8e+04	3.589	3.692	[-0.00072 -0.00074]
1645.000	9.8e+04	3.588	3.691	[-0.00072 -0.00074]
1646.000	9.8e+04	3.587	3.691	[-0.00072 -0.00074]
1647.000	9.8e+04	3.587	3.690	[-0.00072 -0.00074]
1648.000	9.8e+04	3.586	3.689	[-0.00072 -0.00074]
1649.000	9.8e+04	3.585	3.688	[-0.00072 -0.00074]
1650.000	9.8e+04	3.585	3.688	[-0.00072 -0.00074]
1651.000	9.8e+04	3.584	3.687	[-0.00072 -0.00074]
1652.000	9.8e+04	3.583	3.686	[-0.00072 -0.00074]
1653.000	9.8e+04	3.582	3.686	[-0.00072 -0.00074]
1654.000	9.8e+04	3.582	3.685	[-0.00072 -0.00074]
1655.000	9.8e+04	3.581	3.684	[-0.00072 -0.00074]
1656.000	9.8e+04	3.580	3.683	[-0.00072 -0.00074]
1657.000	9.8e+04	3.579	3.683	[-0.00072 -0.00074]
1658.000	9.8e+04	3.579	3.682	[-0.00072 -0.00074]
1659.000	9.8e+04	3.578	3.681	[-0.00072 -0.00074]
1660.000	9.8e+04	3.577	3.680	[-0.00072 -0.00074]
1661.000	9.8e+04	3.577	3.680	[-0.00072 -0.00074]
1662.000	9.8e+04	3.576	3.679	[-0.00072 -0.00074]
1663.000	9.8e+04	3.575	3.678	[-0.00072 -0.00074]
1664.000	9.8e+04	3.574	3.677	[-0.00072 -0.00074]
1665.000	9.8e+04	3.574	3.677	[-0.00072 -0.00074]
1666.000	9.8e+04	3.573	3.676	[-0.00072 -0.00074]
1667.000	9.8e+04	3.572	3.675	[-0.00072 -0.00074]
1668.000	9.8e+04	3.572	3.674	[-0.00072 -0.00074]
1669.000	9.8e+04	3.571	3.674	[-0.00071 -0.00074]
1670.000	9.8e+04	3.570	3.673	[-0.00071 -0.00074]
1671.000	9.8e+04	3.569	3.672	[-0.00071 -0.00074]
1672.000	9.8e+04	3.569	3.672	[-0.00071 -0.00074]
1673.000	9.8e+04	3.568	3.671	[-0.00071 -0.00073]
1674.000	9.8e+04	3.567	3.670	[-0.00071 -0.00073]
1675.000	9.8e+04	3.567	3.669	[-0.00071 -0.00073]
1676.000	9.8e+04	3.566	3.669	[-0.00071 -0.00073]
1677.000	9.8e+04	3.565	3.668	[-0.00071 -0.00073]
1678.000	9.8e+04	3.564	3.667	[-0.00071 -0.00073]
1679.000	9.8e+04	3.564	3.666	[-0.00071 -0.00073]
1680.000	9.8e+04	3.563	3.666	[-0.00071 -0.00073]
1681.000	9.8e+04	3.562	3.665	[-0.00071 -0.00073]
1682.000	9.8e+04	3.562	3.664	[-0.00071 -0.00073]
1683.000	9.8e+04	3.561	3.663	[-0.00071 -0.00073]
1684.000	9.8e+04	3.560	3.663	[-0.00071 -0.00073]
1685.000	9.8e+04	3.559	3.662	[-0.00071 -0.00073]
1686.000	9.8e+04	3.559	3.661	[-0.00071 -0.00073]
1687.000	9.8e+04	3.558	3.661	[-0.00071 -0.00073]
1688.000	9.8e+04	3.557	3.660	[-0.00071 -0.00073]
