time	Temperature	X	Y	Velocity
0.000	9.9e+04	4.999	5.012	[-0.01208  0.11774]
1.000	9.9e+04	4.991	5.087	[-0.00508  0.04267]
2.000	9.9e+04	4.987	5.113	[-0.0025   0.01505]
3.000	9.9e+04	4.985	5.122	[-0.00155  0.00489]
4.000	9.9e+04	4.984	5.125	[-0.0012   0.00115]
5.000	9.9e+04	4.983	5.125	[-0.00107 -0.00023]
6.000	9.9e+04	4.982	5.125	[-0.00102 -0.00073]
7.000	9.9e+04	4.981	5.124	[-0.00101 -0.00092]
8.000	9.9e+04	4.980	5.123	[-0.001   -0.00099]
9.000	9.9e+04	4.979	5.122	[-0.001   -0.00101]
10.000	9.9e+04	4.978	5.121	[-0.001   -0.00102]
11.000	9.9e+04	4.977	5.120	[-0.001   -0.00102]
12.000	9.9e+04	4.976	5.119	[-0.001   -0.00102]
13.000	9.9e+04	4.975	5.118	[-0.001   -0.00102]
14.000	9.9e+04	4.974	5.117	[-0.001   -0.00102]
15.000	9.9e+04	4.973	5.116	[-0.001   -0.00102]
16.000	9.9e+04	4.972	5.115	[-0.001   -0.00102]
17.000	9.9e+04	4.971	5.114	[-0.001   -0.00102]
18.000	9.9e+04	4.970	5.113	[-0.00099 -0.00102]
19.000	9.9e+04	4.969	5.112	[-0.00099 -0.00102]
20.000	9.9e+04	4.968	5.111	[-0.00099 -0.00102]
21.000	9.9e+04	4.967	5.110	[-0.00099 -0.00102]
22.000	9.9e+04	4.966	5.109	[-0.00099 -0.00102]
23.000	9.9e+04	4.965	5.108	[-0.00099 -0.00102]
24.000	9.9e+04	4.964	5.107	[-0.00099 -0.00102]
25.000	9.9e+04	4.963	5.106	[-0.00099 -0.00102]
26.000	9.9e+04	4.962	5.105	[-0.00099 -0.00102]
27.000	9.9e+04	4.961	5.104	[-0.00099 -0.00102]
28.000	9.9e+04	4.960	5.103	[-0.00099 -0.00102]
29.000	9.9e+04	4.959	5.102	[-0.00099 -0.00102]
30.000	9.9e+04	4.958	5.101	[-0.00099 -0.00102]
31.000	9.9e+04	4.957	5.100	[-0.00099 -0.00102]
32.000	9.9e+04	4.956	5.099	[-0.00099 -0.00102]
33.000	9.9e+04	4.955	5.097	[-0.00099 -0.00102]
34.000	9.9e+04	4.954	5.096	[-0.00099 -0.00102]
35.000	9.9e+04	4.953	5.095	[-0.00099 -0.00102]
36.000	9.9e+04	4.952	5.094	[-0.00099 -0.00102]
37.000	9.9e+04	4.951	5.093	[-0.00099 -0.00102]
38.000	9.9e+04	4.950	5.092	[-0.00099 -0.00102]
39.000	9.9e+04	4.949	5.091	[-0.00099 -0.00102]
40.000	9.9e+04	4.948	5.090	[-0.00099 -0.00102]
41.000	9.9e+04	4.947	5.089	[-0.00099 -0.00102]
42.000	9.9e+04	4.946	5.088	[-0.00099 -0.00102]
43.000	9.9e+04	4.945	5.087	[-0.00099 -0.00102]
44.000	9.9e+04	4.944	5.086	[-0.00099 -0.00102]
45.000	9.9e+04	4.943	5.085	[-0.00099 -0.00102]
46.000	9.9e+04	4.942	5.084	[-0.00099 -0.00102]
47.000	9.9e+04	4.941	5.083	[-0.00099 -0.00102]
48.000	9.9e+04	4.940	5.082	[-0.00099 -0.00102]
49.000	9.9e+04	4.939	5.081	[-0.00099 -0.00102]
50.000	9.9e+04	4.938	5.080	[-0.00099 -0.00102]
51.000	9.9e+04	4.937	5.079	[-0.00099 -0.00102]
52.000	9.9e+04	4.936	5.078	[-0.00099 -0.00102]
53.000	9.9e+04	4.935	5.077	[-0.00099 -0.00102]
54.000	9.9e+04	4.934	5.076	[-0.00099 -0.00102]
55.000	9.9e+04	4.933	5.075	[-0.00099 -0.00102]
56.000	9.9e+04	4.932	5.074	[-0.00099 -0.00102]
57.000	9.9e+04	4.931	5.073	[-0.00099 -0.00102]
58.000	9.9e+04	4.930	5.072	[-0.00099 -0.00102]
59.000	9.9e+04	4.929	5.071	[-0.00099 -0.00102]
60.000	9.9e+04	4.928	5.070	[-0.00099 -0.00102]
61.000	9.9e+04	4.927	5.069	[-0.00099 -0.00101]
62.000	9.9e+04	4.926	5.068	[-0.00099 -0.00101]
63.000	9.9e+04	4.925	5.067	[-0.00099 -0.00101]
64.000	9.9e+04	4.924	5.066	[-0.00099 -0.00101]
65.000	9.9e+04	4.923	5.065	[-0.00099 -0.00101]
66.000	9.9e+04	4.922	5.064	[-0.00099 -0.00101]
67.000	9.9e+04	4.921	5.063	[-0.00099 -0.00101]
68.000	9.9e+04	4.920	5.062	[-0.00099 -0.00101]
69.000	9.9e+04	4.919	5.061	[-0.00098 -0.00101]
70.000	9.9e+04	4.918	5.060	[-0.00098 -0.00101]
71.000	9.9e+04	4.917	5.059	[-0.00098 -0.00101]
72.000	9.9e+04	4.916	5.058	[-0.00098 -0.00101]
73.000	9.9e+04	4.915	5.057	[-0.00098 -0.00101]
74.000	9.9e+04	4.914	5.056	[-0.00098 -0.00101]
75.000	9.9e+04	4.913	5.055	[-0.00098 -0.00101]
76.000	9.9e+04	4.912	5.054	[-0.00098 -0.00101]
77.000	9.9e+04	4.911	5.053	[-0.00098 -0.00101]
78.000	9.9e+04	4.910	5.052	[-0.00098 -0.00101]
79.000	9.9e+04	4.909	5.051	[-0.00098 -0.00101]
80.000	9.9e+04	4.908	5.050	[-0.00098 -0.00101]
81.000	9.9e+04	4.907	5.049	[-0.00098 -0.00101]
82.000	9.9e+04	4.906	5.048	[-0.00098 -0.00101]
83.000	9.9e+04	4.905	5.047	[-0.00098 -0.00101]
84.000	9.9e+04	4.904	5.046	[-0.00098 -0.00101]
85.000	9.9e+04	4.903	5.045	[-0.00098 -0.00101]
86.000	9.9e+04	4.903	5.044	[-0.00098 -0.00101]
87.000	9.9e+04	4.902	5.043	[-0.00098 -0.00101]
88.000	9.9e+04	4.901	5.042	[-0.00098 -0.00101]
89.000	9.9e+04	4.900	5.041	[-0.00098 -0.00101]
90.000	9.9e+04	4.899	5.040	[-0.00098 -0.00101]
91.000	9.9e+04	4.898	5.039	[-0.00098 -0.00101]
92.000	9.9e+04	4.897	5.038	[-0.00098 -0.00101]
93.000	9.9e+04	4.896	5.037	[-0.00098 -0.00101]
94.000	9.9e+04	4.895	5.036	[-0.00098 -0.00101]
95.000	9.9e+04	4.894	5.035	[-0.00098 -0.00101]
96.000	9.9e+04	4.893	5.034	[-0.00098 -0.00101]
97.000	9.9e+04	4.892	5.033	[-0.00098 -0.00101]
98.000	9.9e+04	4.891	5.032	[-0.00098 -0.00101]
99.000	9.9e+04	4.890	5.031	[-0.00098 -0.00101]
100.000	9.9e+04	4.889	5.030	[-0.00098 -0.00101]
101.000	9.9e+04	4.888	5.029	[-0.00098 -0.00101]
102.000	9.9e+04	4.887	5.028	[-0.00098 -0.00101]
103.000	9.9e+04	4.886	5.027	[-0.00098 -0.00101]
104.000	9.9e+04	4.885	5.026	[-0.00098 -0.00101]
105.000	9.9e+04	4.884	5.025	[-0.00098 -0.00101]
106.000	9.9e+04	4.883	5.024	[-0.00098 -0.00101]
107.000	9.9e+04	4.882	5.023	[-0.00098 -0.00101]
108.000	9.9e+04	4.881	5.022	[-0.00098 -0.00101]
109.000	9.9e+04	4.880	5.021	[-0.00098 -0.00101]
110.000	9.9e+04	4.879	5.020	[-0.00098 -0.001  ]
111.000	9.9e+04	4.878	5.019	[-0.00098 -0.001  ]
112.000	9.9e+04	4.877	5.018	[-0.00098 -0.001  ]
113.000	9.9e+04	4.876	5.017	[-0.00098 -0.001  ]
114.000	9.9e+04	4.875	5.016	[-0.00098 -0.001  ]
115.000	9.9e+04	4.874	5.014	[-0.00098 -0.001  ]
116.000	9.9e+04	4.873	5.013	[-0.00098 -0.001  ]
117.000	9.9e+04	4.872	5.012	[-0.00098 -0.001  ]
118.000	9.9e+04	4.871	5.011	[-0.00098 -0.001  ]
119.000	9.9e+04	4.870	5.010	[-0.00098 -0.001  ]
120.000	9.9e+04	4.869	5.009	[-0.00097 -0.001  ]
121.000	9.9e+04	4.868	5.008	[-0.00097 -0.001  ]
122.000	9.9e+04	4.867	5.007	[-0.00097 -0.001  ]
123.000	9.9e+04	4.866	5.006	[-0.00097 -0.001  ]
124.000	9.9e+04	4.865	5.005	[-0.00097 -0.001  ]
125.000	9.9e+04	4.864	5.004	[-0.00097 -0.001  ]
126.000	9.9e+04	4.863	5.003	[-0.00097 -0.001  ]
127.000	9.9e+04	4.862	5.002	[-0.00097 -0.001  ]
128.000	9.9e+04	4.861	5.001	[-0.00097 -0.001  ]
129.000	9.9e+04	4.860	5.000	[-0.00097 -0.001  ]
130.000	9.9e+04	4.860	4.999	[-0.00097 -0.001  ]
131.000	9.9e+04	4.859	4.998	[-0.00097 -0.001  ]
132.000	9.9e+04	4.858	4.997	[-0.00097 -0.001  ]
133.000	9.9e+04	4.857	4.996	[-0.00097 -0.001  ]
134.000	9.9e+04	4.856	4.995	[-0.00097 -0.001  ]
135.000	9.9e+04	4.855	4.994	[-0.00097 -0.001  ]
136.000	9.9e+04	4.854	4.993	[-0.00097 -0.001  ]
137.000	9.9e+04	4.853	4.992	[-0.00097 -0.001  ]
138.000	9.9e+04	4.852	4.991	[-0.00097 -0.001  ]
139.000	9.9e+04	4.851	4.990	[-0.00097 -0.001  ]
140.000	9.9e+04	4.850	4.989	[-0.00097 -0.001  ]
141.000	9.9e+04	4.849	4.988	[-0.00097 -0.001  ]
142.000	9.9e+04	4.848	4.987	[-0.00097 -0.001  ]
143.000	9.9e+04	4.847	4.986	[-0.00097 -0.001  ]
144.000	9.9e+04	4.846	4.985	[-0.00097 -0.001  ]
145.000	9.9e+04	4.845	4.984	[-0.00097 -0.001  ]
146.000	9.9e+04	4.844	4.983	[-0.00097 -0.001  ]
147.000	9.9e+04	4.843	4.982	[-0.00097 -0.001  ]
148.000	9.9e+04	4.842	4.981	[-0.00097 -0.001  ]
149.000	9.9e+04	4.841	4.980	[-0.00097 -0.001  ]
150.000	9.9e+04	4.840	4.979	[-0.00097 -0.001  ]
151.000	9.9e+04	4.839	4.978	[-0.00097 -0.001  ]
152.000	9.9e+04	4.838	4.977	[-0.00097 -0.001  ]
153.000	9.9e+04	4.837	4.976	[-0.00097 -0.001  ]
154.000	9.9e+04	4.836	4.975	[-0.00097 -0.001  ]
155.000	9.9e+04	4.835	4.974	[-0.00097 -0.001  ]
156.000	9.9e+04	4.834	4.974	[-0.00097 -0.001  ]
157.000	9.9e+04	4.833	4.973	[-0.00097 -0.001  ]
158.000	9.9e+04	4.832	4.972	[-0.00097 -0.001  ]
159.000	9.9e+04	4.831	4.971	[-0.00097 -0.001  ]
160.000	9.9e+04	4.830	4.970	[-0.00097 -0.00099]
161.000	9.9e+04	4.829	4.969	[-0.00097 -0.00099]
162.000	9.9e+04	4.828	4.968	[-0.00097 -0.00099]
163.000	9.9e+04	4.828	4.967	[-0.00097 -0.00099]
164.000	9.9e+04	4.827	4.966	[-0.00097 -0.00099]
165.000	9.9e+04	4.826	4.965	[-0.00097 -0.00099]
166.000	9.9e+04	4.825	4.964	[-0.00097 -0.00099]
167.000	9.9e+04	4.824	4.963	[-0.00097 -0.00099]
168.000	9.9e+04	4.823	4.962	[-0.00097 -0.00099]
169.000	9.9e+04	4.822	4.961	[-0.00097 -0.00099]
170.000	9.9e+04	4.821	4.960	[-0.00097 -0.00099]
171.000	9.9e+04	4.820	4.959	[-0.00096 -0.00099]
172.000	9.9e+04	4.819	4.958	[-0.00096 -0.00099]
173.000	9.9e+04	4.818	4.957	[-0.00096 -0.00099]
174.000	9.9e+04	4.817	4.956	[-0.00096 -0.00099]
175.000	9.9e+04	4.816	4.955	[-0.00096 -0.00099]
176.000	9.9e+04	4.815	4.954	[-0.00096 -0.00099]
177.000	9.9e+04	4.814	4.953	[-0.00096 -0.00099]
178.000	9.9e+04	4.813	4.952	[-0.00096 -0.00099]
179.000	9.9e+04	4.812	4.951	[-0.00096 -0.00099]
180.000	9.9e+04	4.811	4.950	[-0.00096 -0.00099]
181.000	9.9e+04	4.810	4.949	[-0.00096 -0.00099]
182.000	9.9e+04	4.809	4.948	[-0.00096 -0.00099]
183.000	9.9e+04	4.808	4.947	[-0.00096 -0.00099]
184.000	9.9e+04	4.807	4.946	[-0.00096 -0.00099]
185.000	9.9e+04	4.806	4.945	[-0.00096 -0.00099]
186.000	9.9e+04	4.805	4.944	[-0.00096 -0.00099]
187.000	9.9e+04	4.804	4.943	[-0.00096 -0.00099]
188.000	9.9e+04	4.803	4.942	[-0.00096 -0.00099]
189.000	9.9e+04	4.802	4.941	[-0.00096 -0.00099]
190.000	9.9e+04	4.801	4.940	[-0.00096 -0.00099]
191.000	9.9e+04	4.801	4.939	[-0.00096 -0.00099]
192.000	9.9e+04	4.800	4.938	[-0.00096 -0.00099]
193.000	9.9e+04	4.799	4.937	[-0.00096 -0.00099]
194.000	9.9e+04	4.798	4.936	[-0.00096 -0.00099]
195.000	9.9e+04	4.797	4.935	[-0.00096 -0.00099]
196.000	9.9e+04	4.796	4.934	[-0.00096 -0.00099]
197.000	9.9e+04	4.795	4.933	[-0.00096 -0.00099]
198.000	9.9e+04	4.794	4.932	[-0.00096 -0.00099]
199.000	9.9e+04	4.793	4.931	[-0.00096 -0.00099]
200.000	9.9e+04	4.792	4.930	[-0.00096 -0.00099]
201.000	9.9e+04	4.791	4.929	[-0.00096 -0.00099]
202.000	9.9e+04	4.790	4.928	[-0.00096 -0.00099]
203.000	9.9e+04	4.789	4.927	[-0.00096 -0.00099]
204.000	9.9e+04	4.788	4.926	[-0.00096 -0.00099]
205.000	9.9e+04	4.787	4.925	[-0.00096 -0.00099]
206.000	9.9e+04	4.786	4.924	[-0.00096 -0.00099]
207.000	9.9e+04	4.785	4.923	[-0.00096 -0.00099]
208.000	9.9e+04	4.784	4.922	[-0.00096 -0.00099]
209.000	9.9e+04	4.783	4.921	[-0.00096 -0.00099]
210.000	9.9e+04	4.782	4.920	[-0.00096 -0.00099]
211.000	9.9e+04	4.781	4.919	[-0.00096 -0.00098]
212.000	9.9e+04	4.780	4.918	[-0.00096 -0.00098]
213.000	9.9e+04	4.779	4.917	[-0.00096 -0.00098]
214.000	9.9e+04	4.778	4.916	[-0.00096 -0.00098]
215.000	9.9e+04	4.778	4.915	[-0.00096 -0.00098]
216.000	9.9e+04	4.777	4.914	[-0.00096 -0.00098]
217.000	9.9e+04	4.776	4.913	[-0.00096 -0.00098]
218.000	9.9e+04	4.775	4.912	[-0.00096 -0.00098]
219.000	9.9e+04	4.774	4.911	[-0.00096 -0.00098]
220.000	9.9e+04	4.773	4.910	[-0.00096 -0.00098]
221.000	9.9e+04	4.772	4.909	[-0.00096 -0.00098]
222.000	9.9e+04	4.771	4.908	[-0.00096 -0.00098]
223.000	9.9e+04	4.770	4.907	[-0.00095 -0.00098]
224.000	9.9e+04	4.769	4.906	[-0.00095 -0.00098]
225.000	9.9e+04	4.768	4.905	[-0.00095 -0.00098]
226.000	9.9e+04	4.767	4.904	[-0.00095 -0.00098]
227.000	9.9e+04	4.766	4.903	[-0.00095 -0.00098]
228.000	9.9e+04	4.765	4.902	[-0.00095 -0.00098]
229.000	9.9e+04	4.764	4.901	[-0.00095 -0.00098]
230.000	9.9e+04	4.763	4.900	[-0.00095 -0.00098]
231.000	9.9e+04	4.762	4.899	[-0.00095 -0.00098]
232.000	9.9e+04	4.761	4.898	[-0.00095 -0.00098]
233.000	9.9e+04	4.760	4.897	[-0.00095 -0.00098]
234.000	9.9e+04	4.759	4.896	[-0.00095 -0.00098]
235.000	9.9e+04	4.758	4.895	[-0.00095 -0.00098]
236.000	9.9e+04	4.757	4.894	[-0.00095 -0.00098]
237.000	9.9e+04	4.757	4.893	[-0.00095 -0.00098]
238.000	9.9e+04	4.756	4.893	[-0.00095 -0.00098]
239.000	9.9e+04	4.755	4.892	[-0.00095 -0.00098]
240.000	9.9e+04	4.754	4.891	[-0.00095 -0.00098]
241.000	9.9e+04	4.753	4.890	[-0.00095 -0.00098]
242.000	9.9e+04	4.752	4.889	[-0.00095 -0.00098]
243.000	9.9e+04	4.751	4.888	[-0.00095 -0.00098]
244.000	9.9e+04	4.750	4.887	[-0.00095 -0.00098]
245.000	9.9e+04	4.749	4.886	[-0.00095 -0.00098]
246.000	9.9e+04	4.748	4.885	[-0.00095 -0.00098]
247.000	9.9e+04	4.747	4.884	[-0.00095 -0.00098]
248.000	9.9e+04	4.746	4.883	[-0.00095 -0.00098]
249.000	9.9e+04	4.745	4.882	[-0.00095 -0.00098]
250.000	9.9e+04	4.744	4.881	[-0.00095 -0.00098]
251.000	9.9e+04	4.743	4.880	[-0.00095 -0.00098]
252.000	9.9e+04	4.742	4.879	[-0.00095 -0.00098]
253.000	9.9e+04	4.741	4.878	[-0.00095 -0.00098]
254.000	9.9e+04	4.740	4.877	[-0.00095 -0.00098]
255.000	9.9e+04	4.739	4.876	[-0.00095 -0.00098]
256.000	9.9e+04	4.738	4.875	[-0.00095 -0.00098]
257.000	9.9e+04	4.738	4.874	[-0.00095 -0.00098]
258.000	9.9e+04	4.737	4.873	[-0.00095 -0.00098]
259.000	9.9e+04	4.736	4.872	[-0.00095 -0.00098]
260.000	9.9e+04	4.735	4.871	[-0.00095 -0.00098]
261.000	9.9e+04	4.734	4.870	[-0.00095 -0.00098]
262.000	9.9e+04	4.733	4.869	[-0.00095 -0.00097]
263.000	9.9e+04	4.732	4.868	[-0.00095 -0.00097]
264.000	9.9e+04	4.731	4.867	[-0.00095 -0.00097]
265.000	9.9e+04	4.730	4.866	[-0.00095 -0.00097]
266.000	9.9e+04	4.729	4.865	[-0.00095 -0.00097]
267.000	9.9e+04	4.728	4.864	[-0.00095 -0.00097]
268.000	9.9e+04	4.727	4.863	[-0.00095 -0.00097]
269.000	9.9e+04	4.726	4.862	[-0.00095 -0.00097]
270.000	9.9e+04	4.725	4.861	[-0.00095 -0.00097]
271.000	9.9e+04	4.724	4.860	[-0.00095 -0.00097]
272.000	9.9e+04	4.723	4.859	[-0.00095 -0.00097]
273.000	9.9e+04	4.722	4.858	[-0.00095 -0.00097]
274.000	9.9e+04	4.721	4.857	[-0.00095 -0.00097]
275.000	9.9e+04	4.720	4.856	[-0.00095 -0.00097]
276.000	9.9e+04	4.720	4.855	[-0.00094 -0.00097]
277.000	9.9e+04	4.719	4.854	[-0.00094 -0.00097]
278.000	9.9e+04	4.718	4.853	[-0.00094 -0.00097]
279.000	9.9e+04	4.717	4.853	[-0.00094 -0.00097]
280.000	9.9e+04	4.716	4.852	[-0.00094 -0.00097]
281.000	9.9e+04	4.715	4.851	[-0.00094 -0.00097]
282.000	9.9e+04	4.714	4.850	[-0.00094 -0.00097]
283.000	9.9e+04	4.713	4.849	[-0.00094 -0.00097]
284.000	9.9e+04	4.712	4.848	[-0.00094 -0.00097]
285.000	9.9e+04	4.711	4.847	[-0.00094 -0.00097]
286.000	9.9e+04	4.710	4.846	[-0.00094 -0.00097]
287.000	9.9e+04	4.709	4.845	[-0.00094 -0.00097]
288.000	9.9e+04	4.708	4.844	[-0.00094 -0.00097]
289.000	9.9e+04	4.707	4.843	[-0.00094 -0.00097]
290.000	9.9e+04	4.706	4.842	[-0.00094 -0.00097]
291.000	9.9e+04	4.705	4.841	[-0.00094 -0.00097]
292.000	9.9e+04	4.704	4.840	[-0.00094 -0.00097]
293.000	9.9e+04	4.703	4.839	[-0.00094 -0.00097]
294.000	9.9e+04	4.703	4.838	[-0.00094 -0.00097]
295.000	9.9e+04	4.702	4.837	[-0.00094 -0.00097]
296.000	9.9e+04	4.701	4.836	[-0.00094 -0.00097]
297.000	9.9e+04	4.700	4.835	[-0.00094 -0.00097]
298.000	9.9e+04	4.699	4.834	[-0.00094 -0.00097]
299.000	9.9e+04	4.698	4.833	[-0.00094 -0.00097]
300.000	9.9e+04	4.697	4.832	[-0.00094 -0.00097]
301.000	9.9e+04	4.696	4.831	[-0.00094 -0.00097]
302.000	9.9e+04	4.695	4.830	[-0.00094 -0.00097]
303.000	9.9e+04	4.694	4.829	[-0.00094 -0.00097]
304.000	9.9e+04	4.693	4.828	[-0.00094 -0.00097]
305.000	9.9e+04	4.692	4.827	[-0.00094 -0.00097]
306.000	9.9e+04	4.691	4.826	[-0.00094 -0.00097]
307.000	9.9e+04	4.690	4.825	[-0.00094 -0.00097]
308.000	9.9e+04	4.689	4.824	[-0.00094 -0.00097]
309.000	9.9e+04	4.688	4.823	[-0.00094 -0.00097]
310.000	9.9e+04	4.687	4.823	[-0.00094 -0.00097]
311.000	9.9e+04	4.687	4.822	[-0.00094 -0.00097]
312.000	9.9e+04	4.686	4.821	[-0.00094 -0.00097]
313.000	9.9e+04	4.685	4.820	[-0.00094 -0.00096]
314.000	9.9e+04	4.684	4.819	[-0.00094 -0.00096]
315.000	9.9e+04	4.683	4.818	[-0.00094 -0.00096]
316.000	9.9e+04	4.682	4.817	[-0.00094 -0.00096]
317.000	9.9e+04	4.681	4.816	[-0.00094 -0.00096]
318.000	9.9e+04	4.680	4.815	[-0.00094 -0.00096]
319.000	9.9e+04	4.679	4.814	[-0.00094 -0.00096]
320.000	9.9e+04	4.678	4.813	[-0.00094 -0.00096]
321.000	9.9e+04	4.677	4.812	[-0.00094 -0.00096]
322.000	9.9e+04	4.676	4.811	[-0.00094 -0.00096]
323.000	9.9e+04	4.675	4.810	[-0.00094 -0.00096]
324.000	9.9e+04	4.674	4.809	[-0.00094 -0.00096]
325.000	9.9e+04	4.673	4.808	[-0.00094 -0.00096]
326.000	9.9e+04	4.673	4.807	[-0.00094 -0.00096]
327.000	9.9e+04	4.672	4.806	[-0.00094 -0.00096]
328.000	9.9e+04	4.671	4.805	[-0.00094 -0.00096]
329.000	9.9e+04	4.670	4.804	[-0.00093 -0.00096]
330.000	9.9e+04	4.669	4.803	[-0.00093 -0.00096]
331.000	9.9e+04	4.668	4.802	[-0.00093 -0.00096]
332.000	9.9e+04	4.667	4.801	[-0.00093 -0.00096]
333.000	9.9e+04	4.666	4.800	[-0.00093 -0.00096]
334.000	9.9e+04	4.665	4.799	[-0.00093 -0.00096]
335.000	9.9e+04	4.664	4.798	[-0.00093 -0.00096]
336.000	9.9e+04	4.663	4.797	[-0.00093 -0.00096]
337.000	9.9e+04	4.662	4.797	[-0.00093 -0.00096]
338.000	9.9e+04	4.661	4.796	[-0.00093 -0.00096]
339.000	9.9e+04	4.660	4.795	[-0.00093 -0.00096]
340.000	9.9e+04	4.659	4.794	[-0.00093 -0.00096]
341.000	9.9e+04	4.658	4.793	[-0.00093 -0.00096]
342.000	9.9e+04	4.658	4.792	[-0.00093 -0.00096]
343.000	9.9e+04	4.657	4.791	[-0.00093 -0.00096]
344.000	9.9e+04	4.656	4.790	[-0.00093 -0.00096]
345.000	9.9e+04	4.655	4.789	[-0.00093 -0.00096]
346.000	9.9e+04	4.654	4.788	[-0.00093 -0.00096]
347.000	9.9e+04	4.653	4.787	[-0.00093 -0.00096]
348.000	9.9e+04	4.652	4.786	[-0.00093 -0.00096]
349.000	9.9e+04	4.651	4.785	[-0.00093 -0.00096]
350.000	9.9e+04	4.650	4.784	[-0.00093 -0.00096]
351.000	9.9e+04	4.649	4.783	[-0.00093 -0.00096]
352.000	9.9e+04	4.648	4.782	[-0.00093 -0.00096]
353.000	9.9e+04	4.647	4.781	[-0.00093 -0.00096]
354.000	9.9e+04	4.646	4.780	[-0.00093 -0.00096]
355.000	9.9e+04	4.645	4.779	[-0.00093 -0.00096]
356.000	9.9e+04	4.645	4.778	[-0.00093 -0.00096]
357.000	9.9e+04	4.644	4.777	[-0.00093 -0.00096]
358.000	9.9e+04	4.643	4.776	[-0.00093 -0.00096]
359.000	9.9e+04	4.642	4.775	[-0.00093 -0.00096]
360.000	9.9e+04	4.641	4.774	[-0.00093 -0.00096]
361.000	9.9e+04	4.640	4.774	[-0.00093 -0.00096]
362.000	9.9e+04	4.639	4.773	[-0.00093 -0.00096]
363.000	9.9e+04	4.638	4.772	[-0.00093 -0.00096]
364.000	9.9e+04	4.637	4.771	[-0.00093 -0.00096]
365.000	9.9e+04	4.636	4.770	[-0.00093 -0.00095]
366.000	9.9e+04	4.635	4.769	[-0.00093 -0.00095]
367.000	9.9e+04	4.634	4.768	[-0.00093 -0.00095]
368.000	9.9e+04	4.633	4.767	[-0.00093 -0.00095]
369.000	9.9e+04	4.632	4.766	[-0.00093 -0.00095]
370.000	9.9e+04	4.632	4.765	[-0.00093 -0.00095]
371.000	9.9e+04	4.631	4.764	[-0.00093 -0.00095]
372.000	9.9e+04	4.630	4.763	[-0.00093 -0.00095]
373.000	9.9e+04	4.629	4.762	[-0.00093 -0.00095]
374.000	9.9e+04	4.628	4.761	[-0.00093 -0.00095]
375.000	9.9e+04	4.627	4.760	[-0.00093 -0.00095]
376.000	9.9e+04	4.626	4.759	[-0.00093 -0.00095]
377.000	9.9e+04	4.625	4.758	[-0.00093 -0.00095]
378.000	9.9e+04	4.624	4.757	[-0.00093 -0.00095]
379.000	9.9e+04	4.623	4.756	[-0.00093 -0.00095]
380.000	9.9e+04	4.622	4.755	[-0.00093 -0.00095]
381.000	9.9e+04	4.621	4.754	[-0.00093 -0.00095]
382.000	9.9e+04	4.620	4.753	[-0.00093 -0.00095]
383.000	9.9e+04	4.619	4.753	[-0.00092 -0.00095]
384.000	9.9e+04	4.619	4.752	[-0.00092 -0.00095]
385.000	9.9e+04	4.618	4.751	[-0.00092 -0.00095]
386.000	9.9e+04	4.617	4.750	[-0.00092 -0.00095]
387.000	9.9e+04	4.616	4.749	[-0.00092 -0.00095]
388.000	9.9e+04	4.615	4.748	[-0.00092 -0.00095]
389.000	9.9e+04	4.614	4.747	[-0.00092 -0.00095]
390.000	9.9e+04	4.613	4.746	[-0.00092 -0.00095]
391.000	9.9e+04	4.612	4.745	[-0.00092 -0.00095]
392.000	9.9e+04	4.611	4.744	[-0.00092 -0.00095]
393.000	9.9e+04	4.610	4.743	[-0.00092 -0.00095]
394.000	9.9e+04	4.609	4.742	[-0.00092 -0.00095]
395.000	9.9e+04	4.608	4.741	[-0.00092 -0.00095]
396.000	9.9e+04	4.607	4.740	[-0.00092 -0.00095]
397.000	9.9e+04	4.607	4.739	[-0.00092 -0.00095]
398.000	9.9e+04	4.606	4.738	[-0.00092 -0.00095]
399.000	9.9e+04	4.605	4.737	[-0.00092 -0.00095]
400.000	9.9e+04	4.604	4.736	[-0.00092 -0.00095]
401.000	9.9e+04	4.603	4.735	[-0.00092 -0.00095]
402.000	9.9e+04	4.602	4.734	[-0.00092 -0.00095]
403.000	9.9e+04	4.601	4.734	[-0.00092 -0.00095]
404.000	9.9e+04	4.600	4.733	[-0.00092 -0.00095]
405.000	9.9e+04	4.599	4.732	[-0.00092 -0.00095]
406.000	9.9e+04	4.598	4.731	[-0.00092 -0.00095]
407.000	9.9e+04	4.597	4.730	[-0.00092 -0.00095]
408.000	9.9e+04	4.596	4.729	[-0.00092 -0.00095]
409.000	9.9e+04	4.596	4.728	[-0.00092 -0.00095]
410.000	9.9e+04	4.595	4.727	[-0.00092 -0.00095]
411.000	9.9e+04	4.594	4.726	[-0.00092 -0.00095]
412.000	9.9e+04	4.593	4.725	[-0.00092 -0.00095]
413.000	9.9e+04	4.592	4.724	[-0.00092 -0.00095]
414.000	9.9e+04	4.591	4.723	[-0.00092 -0.00095]
415.000	9.9e+04	4.590	4.722	[-0.00092 -0.00095]
416.000	9.9e+04	4.589	4.721	[-0.00092 -0.00095]
417.000	9.9e+04	4.588	4.720	[-0.00092 -0.00095]
418.000	9.9e+04	4.587	4.719	[-0.00092 -0.00094]
419.000	9.9e+04	4.586	4.718	[-0.00092 -0.00094]
420.000	9.9e+04	4.585	4.717	[-0.00092 -0.00094]
421.000	9.9e+04	4.584	4.717	[-0.00092 -0.00094]
